ID,Valid Landslide,Latitude,Longitude,CURVATURE,TWI,SLOPE_deg,DEM,ASPECT_deg,LANDCOVER_CODE,ASPECT_sin,ASPECT_cos
998,1,-36.796434,174.427252,0.317716598510742,3.23829293251038,17.4242706298828,144.445175170898,170.93962097168,4.0,0.157475216644215,-0.987522939552726
999,1,-36.795796,174.427498,-0.335121154785156,5.02510833740234,25.3189640045166,116.518501281738,348.181793212891,4.0,-0.204807094617486,0.978802356961989
1000,1,-36.795168,174.429375,4.70225811004639,2.76658248901367,26.7029399871826,139.562911987305,261.31396484375,4.0,-0.988530724625635,-0.151019887667544
1001,1,-36.795224,174.429507,3.24201583862305,3.42333626747131,14.6186294555664,141.188980102539,271.8955078125,4.0,-0.999452812350678,0.0330768179291845
1002,1,-36.794729,174.429415,-0.0156879425048828,3.99803709983826,16.3636054992676,138.278335571289,90.1547546386719,4.0,0.9999963523612,-0.0027009746934935
1003,1,-36.795737,174.430486,-0.0312566757202148,4.57911968231201,18.1825351715088,135.421401977539,162.433883666992,4.0,0.301806138532919,-0.953369317076991
1004,1,-36.794283,174.430403,-0.365817546844482,5.20906543731689,21.4849948883057,111.850090026855,75.7976989746094,4.0,0.969435497453626,0.245346319061121
1005,1,-36.795283,174.432287,1.92716121673584,4.50227451324463,10.0562829971313,139.120208740234,19.435375213623,4.0,0.332743427365013,0.943017397265493
1006,1,-36.795239,174.42986,0.577712059020996,4.28304195404053,18.3256320953369,139.286407470703,32.7771530151367,4.0,0.541372986995839,0.840782545579535
1007,1,-36.795643,174.431107,0.458765029907227,4.43993425369263,20.6812572479248,135.273391723633,171.133239746094,4.0,0.154137202284372,-0.988049453657026
1008,1,-36.794759,174.431031,-1.28611326217651,4.36557054519653,31.3813095092773,123.670013427734,320.016876220703,4.0,-0.642561946773788,0.76623374015915
1009,1,-36.794245,174.432165,0.225543975830078,4.40911674499512,25.9492492675781,118.931571960449,84.6319808959961,4.0,0.995614338132895,0.0935526039412951
1010,1,-36.795688,174.432545,1.25412940979004,4.29557085037231,23.5630302429199,135.048553466797,174.044815063477,4.0,0.103750545771411,-0.994603350211598
1011,1,-36.795915,174.432549,0.0493526458740234,4.55785989761353,30.4184818267822,126.195686340332,169.345687866211,4.0,0.184883017366977,-0.982760535374351
1012,1,-36.796165,174.435128,-0.247037410736084,4.29549360275269,33.1940002441406,110.4990234375,152.361480712891,4.0,0.463891714750221,-0.885891910441731
1013,1,-36.796069,174.435606,0.342452526092529,5.07815217971802,28.7387771606445,106.088775634766,151.947875976562,4.0,0.470274617463047,-0.882520132444572
1014,1,-36.796464,174.435854,-1.74845457077026,5.10576868057251,32.2279167175293,85.620979309082,147.78645324707,4.0,0.533076331229409,-0.846067151639273
1015,1,-36.796688,174.435677,-0.758826732635498,7.86018037796021,22.7704696655273,84.1227493286133,116.847396850586,4.0,0.892212533168448,-0.45161576108141
1016,1,-36.796063,174.436481,-0.587618350982666,5.34773683547974,29.7293434143066,100.246856689453,193.591354370117,4.0,-0.234995446655395,-0.971996471213364
1017,1,-36.796393,174.436624,-0.0337600708007812,4.05853796005249,22.5180168151855,90.3718719482422,209.698684692383,4.0,-0.495438727607146,-0.86864288818076
1018,1,-36.79641,174.436161,-1.95380449295044,5.49982690811157,26.1278228759766,83.3873443603516,190.703125,4.0,-0.185720208323679,-0.982602668539125
1019,1,-36.796588,174.436266,-0.0434517860412598,4.75856161117554,22.378963470459,81.7077255249023,215.99201965332,4.0,-0.587672564014399,-0.809098855211613
1020,1,-36.796851,174.436407,-0.0090003013610839,4.81522798538208,24.413330078125,75.1810531616211,209.859558105469,4.0,-0.497875721571836,-0.867248387642966
1021,1,-36.795597,174.437531,1.59101486206055,3.77355933189392,28.8672256469727,116.397354125977,78.2045822143555,4.0,0.978883740147299,0.204417766535191
1022,1,-36.794301,174.438401,1.02300643920898,3.95126390457153,24.7746906280518,133.599685668945,167.710067749023,4.0,0.212858701063737,-0.977082992064368
1023,1,-36.794815,174.439282,-0.620472431182861,5.30741214752197,25.4382915496826,99.6146469116211,145.21337890625,4.0,0.570521808889108,-0.821282451767904
1024,1,-36.794588,174.437917,-0.17554759979248,4.22741174697876,30.2680053710938,119.947959899902,190.708572387695,4.0,-0.185813628286376,-0.982585006777049
1025,1,-36.794716,174.437985,-0.10673999786377,4.71372365951538,29.8628730773926,114.112861633301,182.152282714844,4.0,-0.037555585995539,-0.999294540143461
1026,1,-36.795048,174.438344,-0.427579879760742,5.22009897232056,31.1974430084229,100.111434936523,172.645080566406,4.0,0.128015305644803,-0.991772192350979
1027,1,-36.795061,174.438483,-0.227296352386475,5.01911544799805,32.3990211486816,99.4735565185547,175.498138427734,4.0,0.0784914860941567,-0.996914784026564
1028,1,-36.794151,174.438991,1.06134414672852,4.40919303894043,30.2814750671387,132.196762084961,151.07991027832,4.0,0.483589319234117,-0.875295019020835
1029,1,-36.795139,174.438298,-0.557124614715576,5.34359455108643,29.8316535949707,96.938102722168,169.672760009766,4.0,0.179269960912664,-0.983799919249017
1030,1,-36.795958,174.439603,-0.254678726196289,4.90220212936401,28.1456413269043,86.3917999267578,235.836135864258,4.0,-0.827434910015714,-0.561561634807157
1031,1,-36.796274,174.439891,0.741815567016602,5.5771050453186,21.478853225708,85.9283828735352,216.09651184082,4.0,-0.589147165948438,-0.808025752593891
1032,1,-36.796225,174.440026,-0.275862216949463,5.65640926361084,19.9754161834717,87.9785766601562,213.417343139648,4.0,-0.550733419044178,-0.834681197313028
1033,1,-36.794814,174.439712,-1.01462602615356,9.77536582946777,12.211953163147,98.1716232299805,238.228988647461,4.0,-0.850159196081653,-0.526525727118626
1034,1,-36.796102,174.440929,-0.724399089813232,5.31881523132324,21.3994235992432,101.724922180176,222.409698486328,4.0,-0.67442737664158,-0.738341190532098
1035,1,-36.796021,174.441111,-0.571489334106445,5.5833625793457,24.2843265533447,106.65657043457,230.809799194336,4.0,-0.775052572207111,-0.631896756056827
1036,1,-36.796449,174.443396,-0.372838973999023,5.46100234985352,23.8418979644775,116.854080200195,173.457611083984,4.0,0.113938253161926,-0.993487833074169
1037,1,-36.795765,174.445322,-0.541257858276367,4.26749801635742,33.9329223632812,107.63111114502,152.983673095703,4.0,0.454244380951791,-0.890877119682465
1038,1,-36.795712,174.446533,-0.18240213394165,5.95754480361938,19.378324508667,101.421318054199,245.552612304688,4.0,-0.910341682548787,-0.413857488773907
1039,1,-36.79596,174.448274,-0.161576271057129,4.49337005615234,24.0997047424316,95.7647323608398,154.615203857422,4.0,0.428695411625866,-0.903449082157334
1040,1,-36.795549,174.449115,-0.202977657318115,4.64878702163696,28.1957321166992,110.200233459473,173.395950317383,4.0,0.115007362086158,-0.993364639327364
1041,1,-36.796004,174.449205,-0.170612335205078,5.72800350189209,17.3457889556885,96.2737350463867,185.434448242188,4.0,-0.0947068632175215,-0.995505203431653
1042,1,-36.795216,174.457069,-0.0481247901916504,9.39189529418945,0.611600160598755,60.092887878418,93.0036773681641,11.0,0.99862617366184,-0.0524000503579254
1043,1,-36.792748,174.444432,0.327372550964355,7.60803413391113,16.7958889007568,94.3534622192383,270.125701904297,4.0,-0.999997593375801,0.0021939103460323
1044,1,-36.792505,174.444359,0.749003887176514,4.55533599853516,22.8037605285645,94.1295700073242,277.222015380859,4.0,-0.992066469925015,0.125714435330713
1045,1,-36.792015,174.444101,-2.8268575668335,5.49927949905396,11.1062965393066,80.5337905883789,303.633575439453,4.0,-0.832596809180824,0.553879547683348
