Area Maximum,Valid Landslide,Latitude,Longitude,X Coordinate,Y Coordinate,slope,land_cover
46.0,1,-36.352313,174.362822,1722282.71,5976111.619999999,E,Low Producing Grassland
9.0,1,-36.348423,174.364134,1722406.54,5976541.5,E    +D,Low Producing Grassland
9.0,1,-36.348402,174.364191,1722411.69,5976543.77,E    +D,Low Producing Grassland
225.0,1,-36.343464,174.372821,1723193.86,5977080.55,E    +D,Low Producing Grassland
225.0,1,-36.343438,174.372319,1723148.87,5977084.06,E    +D,Low Producing Grassland
225.0,1,-36.347509,174.37374,1723270.01,5976630.659999999,E    +D,Low Producing Grassland
225.0,1,-36.347576,174.374728,1723358.54,5976621.99,E    +D,Low Producing Grassland
225.0,1,-36.347209,174.374745,1723360.61,5976662.649999999,E    +D,Low Producing Grassland
46.0,1,-36.347426,174.374767,1723362.26,5976638.5,E    +D,Low Producing Grassland
225.0,1,-36.349492,174.375208,1723398.58,5976408.8,E    +D,Low Producing Grassland
46.0,1,-36.349903,174.373285,1723225.43,5976365.67,E    +D,Low Producing Grassland
46.0,1,-36.349934,174.373369,1723232.86,5976362.159999999,E    +D,Low Producing Grassland
46.0,1,-36.357609,174.375714,1723431.19,5975507.77,E    +D,Low Producing Grassland
225.0,1,-36.357762,174.376264,1723480.3,5975490.02,E    +D,Low Producing Grassland
225.0,1,-36.356593,174.377492,1723592.37,5975618.18,E    +D,Low Producing Grassland
46.0,1,-36.348696,174.375357,1723413.23,5976496.930000001,E    +D,Low Producing Grassland
46.0,1,-36.345714,174.377287,1723591.13,5976825.27,E    +D,Low Producing Grassland
1.1,1,-36.349001,174.379362,1723772.12,5976457.92,E    +D,Low Producing Grassland
46.0,1,-36.358381,174.378237,1723656.34,5975418.819999999,E    +D,Low Producing Grassland
1.1,1,-36.353033,174.380942,1723907.5,5976008.64,E    +D,Low Producing Grassland
46.0,1,-36.351899,174.380839,1723900.07,5976134.53,E    +D,Low Producing Grassland
46.0,1,-36.351227,174.381595,1723969.0,5976208.21,E    +D,Low Producing Grassland
46.0,1,-36.347656,174.381941,1724005.74,5976603.83,C    +A,Low Producing Grassland
46.0,1,-36.354605,174.382894,1724080.24,5975831.78,E    +D,Low Producing Grassland
46.0,1,-36.3567,174.383189,1724103.35,5975598.99,E    +D,Low Producing Grassland
225.0,1,-36.357923,174.383583,1724136.78,5975462.78,E    +D,Low Producing Grassland
46.0,1,-36.358344,174.383867,1724161.55,5975415.73,E    +D,Low Producing Grassland
46.0,1,-36.358273,174.384059,1724178.88,5975423.359999999,E    +D,Low Producing Grassland
46.0,1,-36.358195,174.383878,1724162.79,5975432.24,E    +D,Low Producing Grassland
46.0,1,-36.358369,174.384141,1724186.11,5975412.63,E    +D,Low Producing Grassland
46.0,1,-36.361204,174.384504,1724214.17,5975097.7,E    +D,Low Producing Grassland
225.0,1,-36.359347,174.385665,1724321.28,5975302.22,E    +D,Low Producing Grassland
1.1,1,-36.359579,174.385807,1724333.67,5975276.22,E    +D,Low Producing Grassland
225.0,1,-36.359379,174.38604,1724354.92,5975298.09,E    +D,Low Producing Grassland
46.0,1,-36.347237,174.387152,1724474.0,5976643.659999999,C    +A,Low Producing Grassland
225.0,1,-36.357186,174.387138,1724456.87,5975539.970000001,E    +D,Low Producing Grassland
46.0,1,-36.357472,174.388323,1724562.74,5975506.74,E    +D,Low Producing Grassland
46.0,1,-36.358211,174.3878,1724514.66,5975425.430000001,E    +D,Low Producing Grassland
46.0,1,-36.362036,174.38848,1724569.55,5975000.29,E    +D,Low Producing Grassland
46.0,1,-36.358782,174.389774,1724690.9,5975359.59,E    +D,Low Producing Grassland
46.0,1,-36.358777,174.38988,1724700.39,5975360.01,E    +D,Low Producing Grassland
225.0,1,-36.358301,174.389377,1724656.02,5975413.46,E    +D,Low Producing Grassland
46.0,1,-36.35803,174.38949,1724666.55,5975443.38,E    +D,Low Producing Grassland
46.0,1,-36.35788,174.390043,1724716.49,5975459.27,E    +D,Low Producing Grassland
46.0,1,-36.357647,174.390055,1724717.94,5975485.07,E    +D,Low Producing Grassland
46.0,1,-36.357577,174.39019,1724730.11,5975492.71,E    +D,Low Producing Grassland
225.0,1,-36.356086,174.391564,1724855.79,5975656.359999999,E    +D,Low Producing Grassland
46.0,1,-36.354361,174.393185,1725003.97,5975845.609999999,E    +D,Low Producing Grassland
225.0,1,-36.355078,174.392303,1724923.69,5975767.18,E    +D,Low Producing Grassland
46.0,1,-36.35511,174.392096,1724905.12,5975763.88,E    +D,Low Producing Grassland
46.0,1,-36.355822,174.393077,1724992.0,5975683.6,E    +D,Low Producing Grassland
46.0,1,-36.356603,174.392344,1724924.93,5975597.96,E    +D,Low Producing Grassland
46.0,1,-36.357473,174.392368,1724925.76,5975501.37,E    +D,Low Producing Grassland
46.0,1,-36.357396,174.391468,1724845.06,5975511.07,E    +D,Low Producing Grassland
1.1,1,-36.357374,174.391297,1724829.79,5975513.76,E    +D,Low Producing Grassland
225.0,1,-36.357933,174.391415,1724839.49,5975451.64,E    +D,Low Producing Grassland
46.0,1,-37.123784,175.140409,1790148.13,5889251.52,F,Sand or Gravel
9.0,1,-37.123837,175.140352,1790142.97,5889245.74,F,Sand or Gravel
46.0,1,-37.125523,175.139211,1790037.3,5889061.04,F,Sand or Gravel
46.0,1,-37.125477,175.139295,1790044.94,5889065.99,F,Sand or Gravel
9.0,1,-37.127994,175.139675,1790072.39,5888785.94,F,Sand or Gravel
46.0,1,-37.128405,175.139231,1790031.94,5888741.159999999,E,Sand or Gravel
46.0,1,-37.117514,175.146118,1790671.08,5889935.859999999,F,Sand or Gravel
46.0,1,-37.133628,175.148471,1790839.69,5888143.08,F,Sand or Gravel
46.0,1,-36.27096,174.783035,1760157.04,5984522.83,F    +E,Low Producing Grassland
46.0,1,-36.274131,174.781722,1760032.59,5984173.23,F    +E,Low Producing Grassland
46.0,1,-36.273926,174.781536,1760016.29,5984196.34,E    +D,Low Producing Grassland
46.0,1,-36.281508,174.783291,1760158.48,5983352.27,E    +F,Low Producing Grassland
46.0,1,-36.27076,174.787492,1760557.82,5984537.69,G,Low Producing Grassland
46.0,1,-36.270821,174.787613,1760568.55,5984530.67,G,Low Producing Grassland
46.0,1,-36.277338,174.787888,1760579.9,5983807.33,F    +D,Low Producing Grassland
46.0,1,-36.27973,174.786141,1760418.1,5983544.819999999,F    +E,Low Producing Grassland
46.0,1,-36.281337,174.81151,1762693.39,5983324.2,E    +F,Low Producing Grassland
46.0,1,-36.28141,174.811622,1762703.29,5983315.95,E    +F,Low Producing Grassland
225.0,1,-36.277633,174.818618,1763339.55,5983723.13,D    +C,Low Producing Grassland
46.0,1,-37.117025,174.63771,1745498.85,5890890.56,C,Sand or Gravel
225.0,1,-37.110431,174.641031,1745806.56,5891617.0,E    +D,Sand or Gravel
225.0,1,-36.497732,174.241121,1711154.73,5960127.41,C    +B,Low Producing Grassland
46.0,1,-36.49684,174.241005,1711145.65,5960226.470000001,C    +B,Low Producing Grassland
225.0,1,-36.495732,174.242469,1711278.35,5960347.609999999,E    +D,Low Producing Grassland
225.0,1,-36.484149,174.244662,1711491.33,5961630.03,E    +D,Low Producing Grassland
225.0,1,-36.478164,174.246169,1711634.97,5962292.28,C,Low Producing Grassland
46.0,1,-36.482918,174.247619,1711757.97,5961763.14,E    +D,Low Producing Grassland
46.0,1,-36.483104,174.247877,1711780.88,5961742.29,E    +D,Low Producing Grassland
225.0,1,-36.483518,174.246451,1711652.51,5961697.92,E    +D,Low Producing Grassland
225.0,1,-36.488265,174.249366,1711906.76,5961167.95,E,Low Producing Grassland
225.0,1,-36.487783,174.249752,1711942.05,5961220.99,E,Low Producing Grassland
46.0,1,-36.487065,174.249982,1711963.72,5961300.45,E,Low Producing Grassland
225.0,1,-36.498512,174.250871,1712026.87,5960029.59,F    +E,Low Producing Grassland
46.0,1,-36.497938,174.252344,1712159.57,5960091.5,F    +E,Low Producing Grassland
225.0,1,-36.498555,174.25134,1712068.77,5960024.22,F    +E,Low Producing Grassland
225.0,1,-36.497682,174.25369,1712280.51,5960118.33,F    +E,Low Producing Grassland
46.0,1,-36.49323,174.254752,1712382.05,5960610.95,F    +E,Low Producing Grassland
1.1,1,-36.488432,174.253859,1712308.99,5961144.22,E,Low Producing Grassland
1.1,1,-36.488431,174.252951,1712227.68,5961145.46,E,Low Producing Grassland
225.0,1,-36.478695,174.253301,1712273.08,5962225.01,C    +B,Low Producing Grassland
225.0,1,-36.489042,174.257094,1712597.91,5961072.81,F    +E,Low Producing Grassland
225.0,1,-36.490294,174.256391,1712533.11,5960934.75,F    +E,Low Producing Grassland
225.0,1,-36.490057,174.256313,1712526.51,5960961.17,F    +E,Low Producing Grassland
46.0,1,-36.490236,174.257146,1712600.8,5960940.319999999,F    +E,Low Producing Grassland
46.0,1,-36.489969,174.257201,1712606.17,5960969.83,F    +E,Low Producing Grassland
46.0,1,-36.492638,174.255887,1712484.61,5960675.34,F    +E,Low Producing Grassland
225.0,1,-36.493137,174.257252,1712606.17,5960618.38,F    +E,Low Producing Grassland
46.0,1,-36.496275,174.256927,1712572.53,5960270.63,F    +E,Low Producing Grassland
225.0,1,-36.498072,174.25697,1712573.77,5960071.28,F    +E,Low Producing Grassland
225.0,1,-36.497712,174.257573,1712628.25,5960110.49,C    +B,Low Producing Grassland
46.0,1,-36.497653,174.259109,1712765.9,5960115.23,F    +E,Low Producing Grassland
225.0,1,-36.49342,174.257697,1712645.59,5960586.39,F    +E,Low Producing Grassland
46.0,1,-36.492591,174.257114,1712594.61,5960679.05,F    +E,Low Producing Grassland
46.0,1,-36.489994,174.258379,1712711.63,5960965.71,F    +E,Low Producing Grassland
46.0,1,-36.489517,174.2593,1712794.8,5961017.51,F    +E,Low Producing Grassland
46.0,1,-36.489678,174.25786,1712665.61,5961001.41,F    +E,Low Producing Grassland
46.0,1,-36.489599,174.257912,1712670.35,5961010.08,F    +E,Low Producing Grassland
46.0,1,-36.489484,174.257905,1712669.94,5961022.87,F    +E,Low Producing Grassland
225.0,1,-36.489303,174.257909,1712670.56,5961042.89,F    +E,Low Producing Grassland
225.0,1,-36.489583,174.25769,1712650.54,5961012.14,F    +E,Low Producing Grassland
46.0,1,-36.48938,174.257521,1712635.68,5961034.84,F    +E,Low Producing Grassland
46.0,1,-36.489142,174.258153,1712692.64,5961060.430000001,F    +E,Low Producing Grassland
225.0,1,-36.488985,174.258386,1712713.69,5961077.56,F    +E,Low Producing Grassland
46.0,1,-36.488317,174.258983,1712768.17,5961151.03,F    +E,Low Producing Grassland
225.0,1,-36.481158,174.25921,1712798.92,5961944.95,C    +D,Low Producing Grassland
46.0,1,-36.481748,174.261293,1712984.66,5961877.06,E    +D,Low Producing Grassland
225.0,1,-36.489888,174.26052,1712903.56,5960974.99,F    +E,Low Producing Grassland
46.0,1,-36.49245,174.260098,1712862.07,5960691.23,F    +E,Low Producing Grassland
225.0,1,-36.493793,174.261862,1713018.09,5960540.159999999,F    +E,Low Producing Grassland
225.0,1,-36.494594,174.260179,1712866.2,5960453.28,F    +E,Low Producing Grassland
46.0,1,-36.494716,174.259614,1712815.43,5960440.48,F    +E,Low Producing Grassland
46.0,1,-36.497436,174.260649,1712904.17,5960137.52,C    +B,Low Producing Grassland
46.0,1,-36.494659,174.263549,1713167.92,5960442.13,F    +E,Low Producing Grassland
46.0,1,-36.493708,174.262151,1713044.1,5960549.24,F    +E,Low Producing Grassland
225.0,1,-36.488544,174.262666,1713097.75,5961121.52,F    +E,Low Producing Grassland
46.0,1,-36.488851,174.263346,1713158.22,5961086.64,F    +E,Low Producing Grassland
225.0,1,-36.310746,174.430463,1728420.53,5980634.99,C    +D,Low Producing Grassland
46.0,1,-36.310985,174.430388,1728413.48,5980608.53,D    +E,Low Producing Grassland
46.0,1,-36.310905,174.430446,1728418.77,5980617.35,C    +D,Low Producing Grassland
46.0,1,-36.311008,174.431469,1728510.49,5980604.56,D    +E,Low Producing Grassland
46.0,1,-36.311239,174.431434,1728506.96,5980578.99,D    +E,Low Producing Grassland
1.1,1,-36.311463,174.431281,1728492.85,5980554.29,D    +E,Low Producing Grassland
46.0,1,-36.311296,174.430306,1728405.54,5980574.14,D    +E,Low Producing Grassland
225.0,1,-36.311754,174.431237,1728488.44,5980522.1,D    +E,Low Producing Grassland
225.0,1,-36.311986,174.431477,1728509.61,5980496.09,D    +E,Low Producing Grassland
9.0,1,-36.312132,174.431893,1728546.65,5980479.33,D    +E,Low Producing Grassland
1.1,1,-36.312139,174.431642,1728524.16,5980478.89,D    +E,Low Producing Grassland
46.0,1,-36.312719,174.432321,1728584.13,5980413.619999999,D    +E,Low Producing Grassland
9.0,1,-36.312675,174.43235,1728586.78,5980418.470000001,D    +E,Low Producing Grassland
225.0,1,-36.312534,174.432524,1728602.65,5980433.91,D    +E,Low Producing Grassland
225.0,1,-36.313085,174.433944,1728729.21,5980370.85,D    +E,Low Producing Grassland
46.0,1,-36.313221,174.433529,1728691.73,5980356.3,D    +E,Low Producing Grassland
46.0,1,-36.313366,174.433404,1728680.27,5980340.42,D    +E,Low Producing Grassland
46.0,1,-36.313411,174.433316,1728672.33,5980335.57,D    +E,Low Producing Grassland
225.0,1,-36.313255,174.432694,1728616.77,5980353.649999999,D    +E,Low Producing Grassland
225.0,1,-36.313224,174.431997,1728554.26,5980358.06,D    +E,Low Producing Grassland
225.0,1,-36.313059,174.432012,1728555.8,5980376.359999999,D    +E,Low Producing Grassland
9.0,1,-36.315579,174.43333,1728670.01,5980095.02,C    +D,Low Producing Grassland
225.0,1,-36.315201,174.429089,1728289.9,5980142.649999999,D    +E,Low Producing Grassland
46.0,1,-36.315083,174.429303,1728309.3,5980155.430000001,D    +E,Low Producing Grassland
46.0,1,-36.314969,174.429487,1728326.05,5980167.78,D    +E,Low Producing Grassland
225.0,1,-36.314955,174.429708,1728345.9,5980169.1,D    +E,Low Producing Grassland
46.0,1,-36.315068,174.428512,1728238.3,5980158.08,D    +E,Low Producing Grassland
46.0,1,-36.314494,174.429002,1728283.28,5980221.14,D    +E,Low Producing Grassland
46.0,1,-36.314376,174.426205,1728032.37,5980237.9,D    +E,Low Producing Grassland
46.0,1,-36.314273,174.426243,1728035.9,5980249.359999999,D    +E,Low Producing Grassland
46.0,1,-36.314216,174.426276,1728038.98,5980255.53,D    +E,Low Producing Grassland
225.0,1,-36.313783,174.429962,1728370.59,5980298.75,D    +E,Low Producing Grassland
225.0,1,-36.31364,174.429905,1728365.74,5980314.63,D    +E,Low Producing Grassland
225.0,1,-36.31253,174.429723,1728351.19,5980438.1,D    +E,Low Producing Grassland
225.0,1,-36.31244,174.426204,1728035.45,5980452.649999999,D    +E,Low Producing Grassland
46.0,1,-36.31176,174.426953,1728103.8,5980527.17,C    +D,Low Producing Grassland
46.0,1,-36.310895,174.4271,1728118.36,5980622.859999999,C    +D,Low Producing Grassland
46.0,1,-36.298664,174.42906,1728314.37,5981977.09,C    +D,Low Producing Grassland
46.0,1,-36.297679,174.421451,1727632.74,5982096.37,C    +D,Low Producing Grassland
46.0,1,-36.297622,174.421457,1727633.4,5982102.77,C    +D,Low Producing Grassland
46.0,1,-36.298934,174.423725,1727834.92,5981954.159999999,C    +D,Low Producing Grassland
46.0,1,-36.299995,174.422085,1727685.87,5981838.63,C    +D,Low Producing Grassland
46.0,1,-36.299653,174.421494,1727633.4,5981877.430000001,C    +D,Low Producing Grassland
46.0,1,-36.299059,174.423939,1727853.88,5981940.05,C    +D,Low Producing Grassland
46.0,1,-36.300779,174.422369,1727710.13,5981751.31,C    +D,Low Producing Grassland
46.0,1,-36.313561,174.423873,1727824.34,5980331.38,D    +E,Low Producing Grassland
1.1,1,-36.313337,174.423064,1727752.02,5980357.4,D    +E,Low Producing Grassland
46.0,1,-36.313949,174.42335,1727776.71,5980289.05,D    +E,Low Producing Grassland
46.0,1,-36.315136,174.423494,1727787.74,5980157.2,D    +E,Low Producing Grassland
46.0,1,-36.315165,174.423377,1727777.15,5980154.109999999,D    +E,Low Producing Grassland
46.0,1,-36.315242,174.423319,1727771.86,5980145.73,D    +E,Low Producing Grassland
46.0,1,-36.315929,174.42398,1727830.07,5980068.56,D    +E,Low Producing Grassland
46.0,1,-36.316013,174.423933,1727825.66,5980059.3,D    +E,Low Producing Grassland
46.0,1,-36.316366,174.425698,1727983.53,5980017.85,D    +E,Low Producing Grassland
46.0,1,-36.313478,174.420163,1727491.4,5980345.49,C    +D,Low Producing Grassland
46.0,1,-36.312923,174.419721,1727452.6,5980407.67,C    +D,Low Producing Grassland
46.0,1,-36.312324,174.419583,1727441.13,5980474.26,C    +D,Low Producing Grassland
9.0,1,-36.312282,174.419513,1727434.96,5980479.109999999,D,Low Producing Grassland
46.0,1,-36.31241,174.419373,1727422.17,5980465.0,D,Low Producing Grassland
46.0,1,-36.311641,174.420209,1727498.46,5980549.22,D    +E,Low Producing Grassland
225.0,1,-36.308389,174.419407,1727431.76,5980911.04,D    +E,Low Producing Grassland
225.0,1,-36.308678,174.419486,1727438.38,5980878.85,D    +E,Low Producing Grassland
225.0,1,-36.308519,174.419723,1727459.99,5980896.27,D    +E,Low Producing Grassland
225.0,1,-36.308463,174.419182,1727411.48,5980903.1,D,Low Producing Grassland
225.0,1,-36.297052,174.419238,1727435.07,5982168.91,C    +D,Low Producing Grassland
225.0,1,-36.297216,174.419123,1727424.49,5982150.83,C    +D,Low Producing Grassland
46.0,1,-36.305593,174.414324,1726979.99,5981227.88,D,Low Producing Grassland
46.0,1,-36.305321,174.414806,1727023.64,5981257.42,C    +D,Low Producing Grassland
46.0,1,-36.305238,174.414745,1727018.35,5981266.68,C    +D,Low Producing Grassland
46.0,1,-36.305438,174.41469,1727013.06,5981244.64,D,Low Producing Grassland
46.0,1,-36.304762,174.414324,1726981.31,5981320.04,C    +D,Low Producing Grassland
46.0,1,-36.304936,174.41444,1726991.45,5981300.64,C    +D,Low Producing Grassland
2.0,1,-36.295571,174.40803,1726431.03,5982347.84,D,Low Producing Grassland
225.0,1,-36.298877,174.410578,1726654.49,5981977.859999999,C    +D,Low Producing Grassland
46.0,1,-36.312063,174.412884,1726840.14,5980512.07,E    +D,Low Producing Grassland
1.1,1,-36.311664,174.412037,1726764.74,5980557.49,E    +D,Low Producing Grassland
46.0,1,-36.311922,174.411717,1726735.63,5980529.27,E    +D,Low Producing Grassland
225.0,1,-36.311833,174.411833,1726746.22,5980538.970000001,E    +D,Low Producing Grassland
1.1,1,-36.312089,174.408019,1726403.36,5980515.6,E    +D,Low Producing Grassland
225.0,1,-36.316818,174.409806,1726556.16,5979988.64,E    +D,Low Producing Grassland
46.0,1,-36.316668,174.409666,1726543.81,5980005.39,E    +D,Low Producing Grassland
225.0,1,-36.316702,174.409509,1726529.7,5980001.87,E    +D,Low Producing Grassland
46.0,1,-36.316736,174.409368,1726516.91,5979998.34,E    +D,Low Producing Grassland
46.0,1,-36.316693,174.409283,1726509.41,5980003.19,E    +D,Low Producing Grassland
46.0,1,-36.316432,174.408985,1726483.07,5980032.51,E    +D,Low Producing Grassland
46.0,1,-36.316415,174.409078,1726491.45,5980034.28,E    +D,Low Producing Grassland
46.0,1,-36.316442,174.409152,1726498.06,5980031.19,E    +D,Low Producing Grassland
46.0,1,-36.316264,174.408901,1726475.79,5980051.25,E    +D,Low Producing Grassland
46.0,1,-36.316571,174.408848,1726470.5,5980017.3,E    +D,Low Producing Grassland
46.0,1,-36.316672,174.409068,1726490.12,5980005.83,E    +D,Low Producing Grassland
225.0,1,-36.30349,174.406861,1726313.29,5981470.96,C    +D,Low Producing Grassland
46.0,1,-36.313422,174.405672,1726190.48,5980370.74,C    +D,Low Producing Grassland
1.1,1,-36.478016,174.264664,1713292.09,5962287.08,E    +D,Low Producing Grassland
46.0,1,-36.478224,174.265125,1713333.02,5962263.49,E    +D,Low Producing Grassland
225.0,1,-36.481396,174.265036,1713320.43,5961911.63,E    +D,Low Producing Grassland
225.0,1,-36.481268,174.265223,1713337.36,5961925.659999999,E    +D,Low Producing Grassland
46.0,1,-36.488097,174.265815,1713380.49,5961167.44,F    +E,Low Producing Grassland
46.0,1,-36.494602,174.265327,1713327.24,5960446.359999999,F    +E,Low Producing Grassland
46.0,1,-36.49687,174.266023,1713386.27,5960193.970000001,F    +E,Low Producing Grassland
225.0,1,-36.496952,174.266383,1713418.46,5960184.470000001,F    +E,Low Producing Grassland
225.0,1,-36.495208,174.267491,1713520.2,5960376.609999999,F    +E,Low Producing Grassland
46.0,1,-36.495445,174.267891,1713555.7,5960349.78,F    +E,Low Producing Grassland
46.0,1,-36.489612,174.267109,1713494.2,5960997.8,F    +E,Low Producing Grassland
46.0,1,-36.488215,174.266234,1713417.84,5961153.819999999,F    +E,Low Producing Grassland
1.1,1,-36.48822,174.266838,1713471.91,5961152.58,F    +E,Low Producing Grassland
46.0,1,-36.480759,174.267043,1713501.22,5961979.94,E    +D,Low Producing Grassland
225.0,1,-36.47787,174.267372,1713534.86,5962300.02,E    +D,Low Producing Grassland
46.0,1,-36.482186,174.268965,1713671.27,5961819.38,A,Low Producing Grassland
46.0,1,-36.485611,174.268608,1713634.33,5961439.85,E    +D,Low Producing Grassland
46.0,1,-36.486585,174.269419,1713705.53,5961330.89,E    +D,Low Producing Grassland
46.0,1,-36.485723,174.270338,1713789.11,5961425.41,E    +D,Low Producing Grassland
9.0,1,-36.491484,174.26969,1713722.66,5960787.09,F    +E,Low Producing Grassland
46.0,1,-36.4921,174.26968,1713720.8,5960718.78,F    +E,Low Producing Grassland
46.0,1,-36.495848,174.269239,1713675.81,5960303.55,F    +E,Low Producing Grassland
46.0,1,-36.497425,174.271573,1713882.6,5960125.859999999,F    +E,Low Producing Grassland
225.0,1,-36.490946,174.271163,1713855.36,5960845.08,E    +D,Low Producing Grassland
225.0,1,-36.490794,174.272161,1713944.92,5960860.76,E    +D,Low Producing Grassland
46.0,1,-36.487832,174.271271,1713869.6,5961190.34,E    +D,Low Producing Grassland
225.0,1,-36.479346,174.271151,1713871.25,5962131.83,E    +D,Low Producing Grassland
225.0,1,-36.486291,174.273971,1714113.74,5961358.13,E    +D,Low Producing Grassland
46.0,1,-36.495762,174.273843,1714088.35,5960307.68,F    +E,Low Producing Grassland
46.0,1,-36.491808,174.276122,1714298.24,5960743.54,E    +D,Low Producing Grassland
46.0,1,-36.491905,174.275934,1714281.32,5960733.02,E    +D,Low Producing Grassland
225.0,1,-36.488247,174.277174,1714397.71,5961137.31,E    +D,Low Producing Grassland
225.0,1,-36.485642,174.275878,1714285.44,5961427.88,E    +D,Low Producing Grassland
225.0,1,-36.498132,174.280272,1714660.63,5960037.119999999,E    +D,Low Producing Grassland
225.0,1,-36.496279,174.283879,1714986.5,5960238.34,E    +D,Low Producing Grassland
46.0,1,-37.09304,175.110672,1787581.87,5892722.0,F    +G,Sand or Gravel
1.1,1,-37.092913,175.110046,1787526.6,5892737.35,F    +G,Sand or Gravel
225.0,1,-37.09177,175.110049,1787529.67,5892864.119999999,F    +G,Sand or Gravel
225.0,1,-37.091658,175.10637,1787202.88,5892883.859999999,F    +G,Sand or Gravel
46.0,1,-37.090953,175.105733,1787148.05,5892963.25,F    +G,Sand or Gravel
1.1,1,-37.091685,175.105023,1787083.13,5892883.42,F    +G,Sand or Gravel
225.0,1,-37.092197,175.10294,1786896.7,5892830.78,F    +G,Sand or Gravel
46.0,1,-37.144906,174.63385,1745102.59,5887803.14,D    +C,Manuka and/or Kanuka
9.0,1,-37.143039,174.633164,1745045.27,5888011.28,A    +B,Sand or Gravel
46.0,1,-37.143099,174.633121,1745041.3,5888004.659999999,A    +B,Sand or Gravel
46.0,1,-37.136713,174.635684,1745281.19,5888709.33,D    +E,Sand or Gravel
225.0,1,-37.131045,174.632753,1745031.6,5889342.57,D    +E,Sand or Gravel
46.0,1,-37.130382,174.632763,1745033.8,5889416.21,D    +E,Sand or Gravel
46.0,1,-37.129603,174.63299,1745055.41,5889502.2,D    +E,Sand or Gravel
46.0,1,-37.129178,174.634986,1745233.56,5889546.3,A,Sand or Gravel
46.0,1,-37.129319,174.634875,1745223.42,5889530.87,A,Sand or Gravel
46.0,1,-37.129337,174.635848,1745309.85,5889527.34,A,Sand or Gravel
225.0,1,-37.12782,174.63869,1745565.17,5889691.38,D    +E,Sand or Gravel
225.0,1,-37.137087,174.641374,1745785.88,5888659.06,D    +E,Manuka and/or Kanuka
225.0,1,-37.142462,174.64155,1745791.17,5888062.430000001,D    +C,Manuka and/or Kanuka
46.0,1,-37.142397,174.640481,1745696.36,5888071.25,D    +C,Manuka and/or Kanuka
46.0,1,-37.145594,174.638937,1745553.05,5887718.91,E,Manuka and/or Kanuka
46.0,1,-37.146118,174.645489,1746134.03,5887650.78,E,Manuka and/or Kanuka
46.0,1,-37.145906,174.645726,1746155.41,5887673.930000001,E,Manuka and/or Kanuka
46.0,1,-37.145905,174.645636,1746147.48,5887674.149999999,E,Manuka and/or Kanuka
46.0,1,-37.13218,174.644726,1746093.02,5889198.37,D    +E,Manuka and/or Kanuka
9.0,1,-37.139749,174.654873,1746979.81,5888342.89,E,Manuka and/or Kanuka
46.0,1,-37.139735,174.654769,1746970.55,5888344.649999999,E,Manuka and/or Kanuka
225.0,1,-37.142798,174.664592,1747837.06,5887989.45,C,Manuka and/or Kanuka
46.0,1,-36.275261,174.715268,1754060.95,5984155.68,F,Low Producing Grassland
46.0,1,-36.275529,174.715466,1754078.27,5984125.63,F,Low Producing Grassland
46.0,1,-36.275577,174.715552,1754085.84,5984120.17,F,Low Producing Grassland
46.0,1,-36.279749,174.717524,1754254.78,5983654.29,F,Low Producing Grassland
46.0,1,-36.277473,174.713901,1753933.83,5983912.45,F,Low Producing Grassland
46.0,1,-36.277687,174.713974,1753939.95,5983888.619999999,F,Low Producing Grassland
46.0,1,-36.269213,174.716512,1754184.62,5984824.68,E    +D,Low Producing Grassland
9.0,1,-36.270659,174.714744,1754022.95,5984667.13,F,Low Producing Grassland
46.0,1,-36.268143,174.713324,1753900.33,5984948.45,F,Low Producing Grassland
46.0,1,-36.270611,174.710059,1753602.15,5984679.859999999,E    +D,Low Producing Grassland
46.0,1,-36.270504,174.709217,1753526.72,5984693.07,E    +D,Low Producing Grassland
46.0,1,-36.268256,174.706951,1753327.62,5984946.06,E    +D,Low Producing Grassland
46.0,1,-36.268264,174.707045,1753336.04,5984945.01,E    +D,Low Producing Grassland
46.0,1,-36.268221,174.706567,1753293.16,5984950.46,E    +D,Low Producing Grassland
46.0,1,-36.268206,174.707682,1753393.38,5984950.46,E    +D,Low Producing Grassland
9.0,1,-36.269307,174.705492,1753194.47,5984831.77,E    +D,Low Producing Grassland
46.0,1,-36.268974,174.705987,1753239.56,5984867.95,E    +D,Low Producing Grassland
1.1,1,-36.268924,174.705556,1753200.98,5984874.08,E    +D,Low Producing Grassland
46.0,1,-36.268774,174.703168,1752986.75,5984894.56,A,Low Producing Grassland
46.0,1,-36.268846,174.698831,1752596.97,5984893.41,A    +B,Low Producing Grassland
225.0,1,-36.308434,174.419893,1727475.36,5980905.42,D    +E,Low Producing Grassland
225.0,1,-36.308064,174.41995,1727481.1,5980946.430000001,D    +E,Low Producing Grassland
225.0,1,-36.307943,174.420056,1727490.8,5980959.659999999,D    +E,Low Producing Grassland
225.0,1,-36.307809,174.420329,1727515.49,5980974.21,D    +E,Low Producing Grassland
225.0,1,-36.307803,174.420176,1727501.82,5980975.09,D    +E,Low Producing Grassland
46.0,1,-36.307983,174.420366,1727518.58,5980954.81,D    +E,Low Producing Grassland
46.0,1,-36.307759,174.419812,1727469.19,5980980.38,D    +E,Low Producing Grassland
225.0,1,-36.307896,174.419682,1727457.28,5980965.39,D    +E,Low Producing Grassland
46.0,1,-36.307874,174.419554,1727445.82,5980968.04,D    +E,Low Producing Grassland
