Area Maximum,Valid Landslide,Latitude,Longitude,X Coordinate,Y Coordinate,slope,land_cover
46.0,1,-36.830539,174.427237,1727274.92,5922975.81,G,Low Producing Grassland
225.0,1,-36.830693,174.426949,1727248.99,5922959.14,G,Low Producing Grassland
225.0,1,-36.830582,174.427036,1727256.93,5922971.31,G,Low Producing Grassland
225.0,1,-36.830679,174.426759,1727232.06,5922960.99,G,Low Producing Grassland
225.0,1,-36.830791,174.426515,1727210.1,5922948.819999999,G,Low Producing Grassland
46.0,1,-36.831747,174.425009,1727074.23,5922844.84,G,Low Producing Grassland
46.0,1,-36.831027,174.425924,1727157.05,5922923.42,G,Low Producing Grassland
46.0,1,-36.831399,174.432277,1727722.99,5922873.68,F    +G,Low Producing Grassland
46.0,1,-36.831589,174.43293,1727780.94,5922851.72,F    +G,Low Producing Grassland
46.0,1,-36.831607,174.433281,1727812.16,5922849.34,F    +G,Low Producing Grassland
46.0,1,-36.831836,174.432635,1727754.21,5922824.73,F    +G,Low Producing Grassland
46.0,1,-36.832152,174.433122,1727797.08,5922789.01,F    +G,Low Producing Grassland
9.0,1,-36.832188,174.433563,1727836.37,5922784.52,F    +G,Low Producing Grassland
46.0,1,-36.831318,174.439843,1728397.82,5922872.619999999,B,Sand or Gravel
225.0,1,-36.833009,174.450965,1729386.83,5922669.95,E    +D,Sand or Gravel
46.0,1,-36.833195,174.450936,1729383.92,5922649.31,E    +D,Sand or Gravel
46.0,1,-36.832575,174.434063,1727880.29,5922740.859999999,F    +G,Low Producing Grassland
46.0,1,-36.832702,174.433834,1727859.65,5922727.1,F    +G,Low Producing Grassland
46.0,1,-36.833793,174.428187,1727354.3,5922613.59,G,Low Producing Grassland
9.0,1,-36.833637,174.428291,1727363.82,5922630.79,G,Low Producing Grassland
9.0,1,-36.833886,174.428216,1727356.68,5922603.28,G,Low Producing Grassland
9.0,1,-36.833998,174.428173,1727352.71,5922590.84,G,Low Producing Grassland
46.0,1,-36.834048,174.428162,1727351.65,5922585.28,G,Low Producing Grassland
9.0,1,-36.834207,174.428219,1727356.47,5922567.659999999,G,Low Producing Grassland
46.0,1,-36.834291,174.428253,1727359.32,5922558.3,G,Low Producing Grassland
46.0,1,-36.833187,174.42705,1727253.89,5922682.39,G,Low Producing Grassland
9.0,1,-36.833379,174.426695,1727221.87,5922661.48,G,Low Producing Grassland
46.0,1,-36.833184,174.426685,1727221.34,5922683.18,G,Low Producing Grassland
46.0,1,-36.833165,174.426468,1727202.03,5922685.56,G,Low Producing Grassland
46.0,1,-36.833109,174.426375,1727193.83,5922691.91,G,Low Producing Grassland
46.0,1,-36.832806,174.426595,1727213.93,5922725.25,G,Low Producing Grassland
46.0,1,-36.833497,174.425452,1727110.88,5922650.109999999,G,Low Producing Grassland
9.0,1,-36.833424,174.425374,1727104.0,5922658.31,G,Low Producing Grassland
9.0,1,-36.833891,174.428181,1727353.52,5922602.71,G,Low Producing Grassland
9.0,1,-36.834175,174.428186,1727353.52,5922571.17,G,Low Producing Grassland
46.0,1,-36.833946,174.432317,1727722.33,5922591.109999999,D    +E,Low Producing Grassland
46.0,1,-36.825754,174.438695,1728304.74,5923491.42,F    +G,Low Producing Grassland
9.0,1,-36.825635,174.43869,1728304.53,5923504.55,F    +G,Low Producing Grassland
46.0,1,-36.81088,174.43414,1727923.31,5925147.6,E    +D,Low Producing Grassland
46.0,1,-36.810809,174.435118,1728010.62,5925154.22,E    +D,Low Producing Grassland
46.0,1,-36.80975,174.443155,1728729.36,5925260.84,C    +D,Low Producing Grassland
9.0,1,-36.807285,174.443293,1728745.77,5925534.159999999,E    +D,Low Producing Grassland
46.0,1,-36.806528,174.44399,1728809.27,5925617.13,C    +D,Low Producing Grassland
9.0,1,-36.806233,174.443946,1728805.83,5925649.94,C    +D,Low Producing Grassland
9.0,1,-36.799452,174.439651,1728433.95,5926408.03,E,Low Producing Grassland
9.0,1,-36.800163,174.441444,1728592.71,5926326.8,E,Low Producing Grassland
46.0,1,-36.800757,174.448664,1729235.91,5926251.13,C    +D,Low Producing Grassland
9.0,1,-36.799715,174.449258,1729290.68,5926365.96,C    +D,Low Producing Grassland
46.0,1,-36.797268,174.450639,1729417.94,5926635.46,C    +D,Low Producing Grassland
9.0,1,-36.798796,174.448384,1729214.21,5926469.04,C    +D,Low Producing Grassland
46.0,1,-36.798681,174.444891,1728902.8,5926486.5,E,Low Producing Grassland
46.0,1,-36.798588,174.444875,1728901.47,5926496.819999999,E,Low Producing Grassland
46.0,1,-36.798405,174.444637,1728880.57,5926517.46,E,Low Producing Grassland
46.0,1,-36.798439,174.444834,1728898.04,5926513.49,E,Low Producing Grassland
46.0,1,-36.798121,174.444902,1728904.65,5926548.68,E,Low Producing Grassland
46.0,1,-36.797863,174.44487,1728902.27,5926577.25,E,Low Producing Grassland
46.0,1,-36.797589,174.44504,1728917.88,5926607.42,E,Low Producing Grassland
46.0,1,-36.797638,174.445334,1728944.07,5926601.6,E,Low Producing Grassland
46.0,1,-36.798916,174.445575,1728963.39,5926459.51,E,Low Producing Grassland
46.0,1,-36.797823,174.44306,1728740.87,5926584.13,E,Low Producing Grassland
46.0,1,-36.797674,174.442963,1728732.41,5926600.8,E,Low Producing Grassland
46.0,1,-36.796791,174.443602,1728790.88,5926697.9,E,Low Producing Grassland
225.0,1,-36.79667,174.443344,1728768.12,5926711.659999999,E,Low Producing Grassland
46.0,1,-36.797364,174.441987,1728645.89,5926636.52,E,Low Producing Grassland
46.0,1,-36.797236,174.44192,1728640.07,5926650.81,E,Low Producing Grassland
46.0,1,-36.799103,174.440608,1728519.94,5926445.49,E,Low Producing Grassland
46.0,1,-36.798857,174.440627,1728522.06,5926472.74,E,Low Producing Grassland
225.0,1,-36.797846,174.440439,1728506.98,5926585.19,E,Low Producing Grassland
46.0,1,-36.797374,174.44,1728468.62,5926638.109999999,E,Low Producing Grassland
225.0,1,-36.797994,174.440187,1728484.23,5926569.05,E,Low Producing Grassland
46.0,1,-36.797968,174.440003,1728467.82,5926572.23,E,Low Producing Grassland
46.0,1,-36.797938,174.439872,1728456.18,5926575.67,E,Low Producing Grassland
46.0,1,-36.797754,174.439554,1728428.13,5926596.57,E,Low Producing Grassland
9.0,1,-36.79723,174.440813,1728541.38,5926652.930000001,E,Low Producing Grassland
5.382,1,-36.797611,174.440509,1728513.59,5926611.119999999,E,Low Producing Grassland
9.0,1,-36.798993,174.439433,1728415.3,5926459.25,E,Low Producing Grassland
46.0,1,-36.798845,174.439433,1728415.57,5926475.649999999,E,Low Producing Grassland
9.0,1,-36.798597,174.439278,1728402.07,5926503.44,E,Low Producing Grassland
46.0,1,-36.797083,174.438404,1728326.67,5926672.5,E,Low Producing Grassland
225.0,1,-36.796947,174.438834,1728365.3,5926687.06,E,Low Producing Grassland
46.0,1,-36.798206,174.438229,1728309.2,5926548.149999999,C    +D,Low Producing Grassland
46.0,1,-36.797346,174.437015,1728202.31,5926645.25,C    +D,Low Producing Grassland
225.0,1,-36.798159,174.437241,1728221.1,5926554.76,C    +D,Low Producing Grassland
46.0,1,-36.798175,174.437057,1728204.69,5926553.18,C    +D,Low Producing Grassland
225.0,1,-36.797328,174.435725,1728087.22,5926648.96,E,Low Producing Grassland
225.0,1,-36.796989,174.435775,1728092.24,5926686.53,E,Low Producing Grassland
225.0,1,-36.797136,174.435837,1728097.54,5926670.119999999,E,Low Producing Grassland
46.0,1,-36.796832,174.435716,1728087.22,5926703.99,E,Low Producing Grassland
46.0,1,-36.799221,174.423831,1727022.93,5926454.75,E,Low Producing Grassland
46.0,1,-36.798926,174.423983,1727036.95,5926487.3,E,Low Producing Grassland
225.0,1,-36.79835,174.424295,1727065.79,5926550.8,E,Low Producing Grassland
46.0,1,-36.798478,174.424935,1727122.68,5926535.71,E,Low Producing Grassland
46.0,1,-36.798291,174.425252,1727151.25,5926556.09,E,Low Producing Grassland
225.0,1,-36.797983,174.4253,1727156.02,5926590.22,E,Low Producing Grassland
1.1,1,-36.798522,174.424242,1727060.76,5926531.75,E,Low Producing Grassland
225.0,1,-36.798839,174.421536,1726818.8,5926500.26,E,Low Producing Grassland
225.0,1,-36.798602,174.421164,1726785.99,5926526.98,E,Low Producing Grassland
46.0,1,-36.796988,174.42192,1726856.11,5926705.05,E,Low Producing Grassland
46.0,1,-36.796831,174.424094,1727050.31,5926719.6,E,Low Producing Grassland
46.0,1,-36.796426,174.424326,1727071.75,5926764.21,E,Low Producing Grassland
9.0,1,-36.795488,174.425151,1727146.89,5926867.13,E,Low Producing Grassland
46.0,1,-36.795392,174.425265,1727157.21,5926877.72,E,Low Producing Grassland
46.0,1,-36.795577,174.425277,1727158.0,5926857.08,E,Low Producing Grassland
46.0,1,-36.795645,174.425421,1727170.7,5926849.41,E,Low Producing Grassland
9.0,1,-36.796434,174.427252,1727332.76,5926759.45,E,Low Producing Grassland
46.0,1,-36.795796,174.427498,1727355.78,5926829.83,E,Low Producing Grassland
46.0,1,-36.795168,174.429375,1727524.32,5926897.03,E,Low Producing Grassland
46.0,1,-36.795224,174.429507,1727535.96,5926890.68,E,Low Producing Grassland
46.0,1,-36.794729,174.429415,1727528.55,5926945.71,E,Low Producing Grassland
46.0,1,-36.795737,174.430486,1727622.48,5926832.470000001,E,Low Producing Grassland
46.0,1,-36.794283,174.430403,1727617.45,5926993.87,E,Low Producing Grassland
46.0,1,-36.795283,174.432287,1727783.87,5926880.359999999,E,Low Producing Grassland
225.0,1,-36.795239,174.42986,1727567.44,5926888.56,E,Low Producing Grassland
225.0,1,-36.795643,174.431107,1727678.04,5926842.0,E,Low Producing Grassland
9.0,1,-36.794759,174.431031,1727672.75,5926940.159999999,E,Low Producing Grassland
9.0,1,-36.794245,174.432165,1727774.74,5926995.72,E,Low Producing Grassland
46.0,1,-36.795688,174.432545,1727806.23,5926835.119999999,E,Low Producing Grassland
46.0,1,-36.795915,174.432549,1727806.23,5926809.98,E,Low Producing Grassland
1.1,1,-36.796165,174.435128,1728035.89,5926778.76,E,Low Producing Grassland
46.0,1,-36.796069,174.435606,1728078.75,5926788.819999999,E,Low Producing Grassland
225.0,1,-36.796464,174.435854,1728100.18,5926744.63,E,Low Producing Grassland
225.0,1,-36.796688,174.435677,1728084.04,5926720.02,E,Low Producing Grassland
225.0,1,-36.796063,174.436481,1728156.8,5926788.29,E,Low Producing Grassland
5.382,1,-36.796393,174.436624,1728168.97,5926751.51,E,Low Producing Grassland
46.0,1,-36.79641,174.436161,1728127.7,5926750.19,E,Low Producing Grassland
225.0,1,-36.796588,174.436266,1728136.69,5926730.34,E,Low Producing Grassland
46.0,1,-36.796851,174.436407,1728148.87,5926700.970000001,E,Low Producing Grassland
9.0,1,-36.795597,174.437531,1728251.26,5926838.56,E,Low Producing Grassland
9.0,1,-36.794301,174.438401,1728331.03,5926981.17,E,Low Producing Grassland
46.0,1,-36.794815,174.439282,1728408.82,5926922.96,E,Low Producing Grassland
46.0,1,-36.794588,174.437917,1728287.38,5926949.95,E,Low Producing Grassland
46.0,1,-36.794716,174.437985,1728293.2,5926935.659999999,E,Low Producing Grassland
9.0,1,-36.795048,174.438344,1728324.68,5926898.35,E,Low Producing Grassland
9.0,1,-36.795061,174.438483,1728337.12,5926896.77,E,Low Producing Grassland
225.0,1,-36.794151,174.438991,1728383.95,5926997.04,E,Low Producing Grassland
9.0,1,-36.795139,174.438298,1728320.45,5926888.3,E,Low Producing Grassland
46.0,1,-36.795958,174.439603,1728435.54,5926795.69,E,Low Producing Grassland
46.0,1,-36.796274,174.439891,1728460.68,5926760.24,E,Low Producing Grassland
46.0,1,-36.796225,174.440026,1728472.85,5926765.53,E,Low Producing Grassland
9.0,1,-36.794814,174.439712,1728447.18,5926922.430000001,E,Low Producing Grassland
225.0,1,-36.796102,174.440929,1728553.55,5926777.970000001,E,Low Producing Grassland
225.0,1,-36.796021,174.441111,1728569.95,5926786.7,E,Low Producing Grassland
225.0,1,-36.796449,174.443396,1728773.15,5926736.159999999,E,Low Producing Grassland
46.0,1,-36.795765,174.445322,1728946.06,5926809.45,E,Low Producing Grassland
46.0,1,-36.795712,174.446533,1729054.27,5926813.69,E,Low Producing Grassland
46.0,1,-36.79596,174.448274,1729209.19,5926783.79,E,Low Producing Grassland
46.0,1,-36.795549,174.449115,1729284.86,5926828.24,C    +D,Low Producing Grassland
1.1,1,-36.796004,174.449205,1729292.13,5926777.7,C    +D,Low Producing Grassland
46.0,1,-36.795216,174.457069,1729995.13,5926854.430000001,C    +D,Low Producing Grassland
46.0,1,-36.792748,174.444432,1728871.71,5927145.37,C    +D,Low Producing Grassland
46.0,1,-36.792505,174.444359,1728865.62,5927172.359999999,C    +D,Low Producing Grassland
46.0,1,-36.792015,174.444101,1728843.4,5927227.13,E,Low Producing Grassland
46.0,1,-36.79208,174.444784,1728904.25,5927218.92,C    +D,Low Producing Grassland
9.0,1,-36.792937,174.44297,1728741.0,5927126.319999999,E,Low Producing Grassland
46.0,1,-36.793394,174.442086,1728661.36,5927076.84,E,Low Producing Grassland
46.0,1,-36.793571,174.438908,1728377.47,5927061.5,E,Low Producing Grassland
46.0,1,-36.793153,174.438752,1728364.24,5927108.06,E,Low Producing Grassland
46.0,1,-36.793693,174.437236,1728228.11,5927050.119999999,E,Low Producing Grassland
9.0,1,-36.793668,174.43741,1728243.72,5927052.76,E,Low Producing Grassland
9.0,1,-36.79377,174.436603,1728171.49,5927042.45,E,Low Producing Grassland
9.0,1,-36.793745,174.436502,1728162.49,5927045.359999999,E,Low Producing Grassland
46.0,1,-36.793429,174.436596,1728171.49,5927080.28,E,Low Producing Grassland
46.0,1,-36.793394,174.436789,1728188.69,5927083.99,E,Low Producing Grassland
46.0,1,-36.793299,174.436505,1728163.55,5927094.83,E,Low Producing Grassland
46.0,1,-36.793173,174.436473,1728160.9,5927108.859999999,E,Low Producing Grassland
9.0,1,-36.792424,174.436711,1728183.39,5927191.67,E,Low Producing Grassland
46.0,1,-36.792907,174.436047,1728123.33,5927139.02,E,Low Producing Grassland
46.0,1,-36.792862,174.436156,1728133.12,5927143.78,E,Low Producing Grassland
46.0,1,-36.793276,174.436861,1728195.3,5927096.95,E,Low Producing Grassland
46.0,1,-36.793849,174.43581,1728100.58,5927034.77,E,Low Producing Grassland
46.0,1,-36.79374,174.435754,1728095.82,5927046.94,E,Low Producing Grassland
46.0,1,-36.793882,174.435262,1728051.63,5927031.859999999,E,Low Producing Grassland
46.0,1,-36.793855,174.43508,1728035.49,5927035.04,E,Low Producing Grassland
46.0,1,-36.793523,174.435133,1728040.78,5927071.81,E,Low Producing Grassland
46.0,1,-36.793601,174.435256,1728051.63,5927063.08,E,Low Producing Grassland
46.0,1,-36.793487,174.435002,1728029.14,5927076.05,E,Low Producing Grassland
9.0,1,-36.793188,174.437001,1728208.0,5927106.470000001,E,Low Producing Grassland
9.0,1,-36.792955,174.43598,1728117.25,5927133.73,E,Low Producing Grassland
9.0,1,-36.792624,174.434722,1728005.59,5927172.09,C    +D,Low Producing Grassland
9.0,1,-36.792442,174.43678,1728189.48,5927189.55,C    +D,Low Producing Grassland
46.0,1,-36.793223,174.43433,1727969.61,5927106.21,E,Low Producing Grassland
46.0,1,-36.792226,174.43534,1728061.42,5927215.48,C    +D,Low Producing Grassland
46.0,1,-36.792608,174.434502,1727986.01,5927174.21,C    +D,Low Producing Grassland
225.0,1,-36.791607,174.436023,1728123.33,5927283.22,C    +D,Low Producing Grassland
46.0,1,-36.7927,174.433956,1727937.07,5927164.68,C    +D,Low Producing Grassland
46.0,1,-36.792814,174.433993,1727940.24,5927151.98,C    +D,Low Producing Grassland
9.0,1,-36.792528,174.433819,1727925.16,5927184.0,C    +D,Low Producing Grassland
9.0,1,-36.791549,174.437249,1728232.87,5927287.98,C    +D,Low Producing Grassland
9.0,1,-36.791563,174.437125,1728221.76,5927286.659999999,C    +D,Low Producing Grassland
9.0,1,-36.793639,174.436381,1728151.91,5927057.26,E,Low Producing Grassland
46.0,1,-36.794269,174.4344,1727974.11,5926990.06,E,Low Producing Grassland
46.0,1,-36.793796,174.432275,1727785.33,5927045.359999999,E,Low Producing Grassland
9.0,1,-36.79228,174.432991,1727851.74,5927212.57,lake,Low Producing Grassland
46.0,1,-36.793461,174.431774,1727741.14,5927083.19,E,Low Producing Grassland
46.0,1,-36.793654,174.431445,1727711.51,5927062.29,E,Low Producing Grassland
225.0,1,-36.793477,174.430882,1727661.5,5927082.659999999,E,Low Producing Grassland
9.0,1,-36.793261,174.430753,1727650.39,5927106.74,E,Low Producing Grassland
46.0,1,-36.790458,174.436541,1728171.49,5927410.01,C    +D,Low Producing Grassland
225.0,1,-36.790281,174.436763,1728191.6,5927429.319999999,C    +D,Low Producing Grassland
9.0,1,-36.790876,174.438242,1728322.57,5927361.319999999,C    +D,Low Producing Grassland
9.0,1,-36.790465,174.443849,1728823.55,5927399.42,C    +D,Low Producing Grassland
46.0,1,-36.791235,174.450147,1729384.21,5927305.49,C    +D,Low Producing Grassland
9.0,1,-36.790582,174.452445,1729590.32,5927374.819999999,D    +E,Low Producing Grassland
9.0,1,-36.789825,174.453855,1729717.45,5927456.84,D    +E,Low Producing Grassland
46.0,1,-36.809053,174.507912,1734507.22,5925249.0,C    +D,Sand or Gravel
46.0,1,-36.808883,174.508015,1734516.74,5925267.78,C    +D,Sand or Gravel
46.0,1,-36.807007,174.499647,1733773.53,5925487.649999999,D    +E,Sand or Gravel
46.0,1,-36.807069,174.499625,1733771.41,5925480.77,D    +E,Sand or Gravel
9.0,1,-36.805782,174.502679,1734046.11,5925619.31,C,Sand or Gravel
9.0,1,-36.802198,174.505372,1734292.64,5926013.109999999,C,Sand or Gravel
46.0,1,-36.802132,174.505329,1734288.94,5926020.52,C,Sand or Gravel
46.0,1,-36.80291,174.498052,1733638.32,5925944.319999999,C,Sand or Gravel
9.0,1,-36.802722,174.495033,1733369.37,5925969.46,C,Sand or Gravel
46.0,1,-36.803535,174.492003,1733097.65,5925883.470000001,C,Sand or Gravel
9.0,1,-36.803475,174.491999,1733097.38,5925890.08,C,Sand or Gravel
9.0,1,-36.801532,174.48953,1732880.42,5926109.159999999,C    +D,Sand or Gravel
9.0,1,-36.801626,174.489623,1732888.63,5926098.58,C    +D,Sand or Gravel
9.0,1,-36.799038,174.492122,1733116.01,5926382.21,C    +D,Sand or Gravel
9.0,1,-36.79909,174.492331,1733134.53,5926376.119999999,C    +D,Sand or Gravel
46.0,1,-36.798938,174.492873,1733183.21,5926392.26,C,Sand or Gravel
46.0,1,-36.799892,174.498343,1733669.52,5926278.76,C,Sand or Gravel
46.0,1,-36.799888,174.498506,1733684.07,5926279.02,C,Sand or Gravel
46.0,1,-36.798846,174.501476,1733950.9,5926390.41,C,Sand or Gravel
46.0,1,-36.796741,174.505972,1734355.72,5926617.69,C,Sand or Gravel
46.0,1,-36.797985,174.50223,1734019.7,5926484.87,C,Sand or Gravel
46.0,1,-36.797295,174.497951,1733639.09,5926567.42,C,Sand or Gravel
46.0,1,-36.797174,174.497735,1733620.04,5926581.18,C,Sand or Gravel
9.0,1,-36.790071,174.458067,1730092.87,5927423.88,D    +E,Low Producing Grassland
46.0,1,-36.790052,174.468341,1731009.66,5927411.970000001,D    +E,Low Producing Grassland
46.0,1,-36.789719,174.48818,1732780.38,5927421.49,C    +D,Low Producing Grassland
9.0,1,-36.876948,174.630404,1745305.95,5917537.22,town,Sand or Gravel
46.0,1,-36.875369,174.635453,1745758.92,5917704.7,town,Sand or Gravel
46.0,1,-36.875504,174.635871,1745795.96,5917689.09,town,Sand or Gravel
9.0,1,-36.872051,174.63461,1745690.13,5918074.06,town,Sand or Gravel
46.0,1,-36.865496,174.65165,1747221.56,5918775.21,town,Sand or Gravel
46.0,1,-36.860274,174.656573,1747670.43,5919346.970000001,town,Sand or Gravel
9.0,1,-36.86065,174.656792,1747689.22,5919304.9,,Sand or Gravel
46.0,1,-36.878365,174.629643,1745235.39,5917381.149999999,town,Sand or Gravel
46.0,1,-36.879061,174.634862,1745699.2,5917295.95,town,Sand or Gravel
46.0,1,-36.878228,174.654084,1747414.02,5917358.92,town,Sand or Gravel
9.0,1,-36.877497,174.675278,1749304.48,5917407.08,town,Sand or Gravel
9.0,1,-36.881017,174.6596,1747900.33,5917040.89,estu,Sand or Gravel
46.0,1,-36.881508,174.657592,1747720.41,5916989.56,town,Sand or Gravel
46.0,1,-36.881517,174.656806,1747650.3,5916989.83,town,Sand or Gravel
46.0,1,-36.884003,174.653781,1747375.92,5916718.63,town,Sand or Gravel
46.0,1,-36.888346,174.63323,1745536.14,5916268.31,town,Sand or Gravel
46.0,1,-36.89256,174.661458,1748043.6,5915757.4,,Sand or Gravel
9.0,1,-36.892078,174.676618,1749395.49,5915787.29,town,Sand or Gravel
9.0,1,-36.894898,174.633723,1745567.63,5915540.7,town,Sand or Gravel
9.0,1,-36.894808,174.633688,1745564.71,5915550.76,town,Sand or Gravel
9.0,1,-36.898043,174.635505,1745720.42,5915189.07,town,Sand or Gravel
9.0,1,-36.897468,174.638445,1745983.55,5915248.34,town,Sand or Gravel
9.0,1,-36.901412,174.647712,1746801.73,5914796.58,town,Sand or Gravel
46.0,1,-36.903023,174.680278,1749700.25,5914567.19,,Sand or Gravel
9.0,1,-36.906662,174.639187,1746032.06,5914227.2,town,Sand or Gravel
225.0,1,-36.906433,174.640916,1746186.58,5914249.95,town,Sand or Gravel
225.0,1,-36.906543,174.641236,1746214.89,5914237.25,town,Sand or Gravel
9.0,1,-36.905334,174.678433,1749531.31,5914313.72,town,Sand or Gravel
46.0,1,-36.911519,174.649567,1746947.63,5913672.37,town,Sand or Gravel
9.0,1,-36.911281,174.674092,1749132.96,5913660.73,town,Sand or Gravel
9.0,1,-36.911289,174.674214,1749143.8,5913659.67,town,Sand or Gravel
46.0,1,-36.910408,174.678134,1749494.77,5913751.21,town,Sand or Gravel
46.0,1,-36.910775,174.678674,1749542.13,5913709.67,town,Sand or Gravel
225.0,1,-36.910838,174.677944,1749477.05,5913703.85,town,Sand or Gravel
9.0,1,-36.921012,174.652075,1747152.81,5912615.359999999,town,Sand or Gravel
46.0,1,-36.929053,174.632851,1745425.05,5911752.71,C,Sand or Gravel
9.0,1,-36.929511,174.681425,1749750.59,5911626.77,town,Sand or Gravel
46.0,1,-36.932423,174.632355,1745374.51,5911379.649999999,D    +C,Sand or Gravel
46.0,1,-36.93032,174.631268,1745281.64,5911614.6,D    +C,Sand or Gravel
9.0,1,-36.934743,174.644624,1746462.74,5911103.42,town,Sand or Gravel
46.0,1,-36.934738,174.679897,1749604.28,5911049.18,town,Sand or Gravel
225.0,1,-36.934582,174.680015,1749615.13,5911066.38,town,Sand or Gravel
1.1,1,-36.934325,174.680102,1749623.33,5911094.69,town,Sand or Gravel
46.0,1,-36.933868,174.680389,1749649.79,5911144.96,town,Sand or Gravel
46.0,1,-36.934106,174.680908,1749695.56,5911117.71,town,Sand or Gravel
46.0,1,-36.934015,174.681102,1749713.02,5911127.5,town,Sand or Gravel
9.0,1,-36.933365,174.681744,1749771.5,5911198.67,town,Sand or Gravel
46.0,1,-36.933191,174.682061,1749800.07,5911217.46,town,Sand or Gravel
225.0,1,-36.933612,174.682329,1749823.09,5911170.359999999,town,Sand or Gravel
46.0,1,-36.933643000000004,174.682154,1749807.48,5911167.19,town,Sand or Gravel
46.0,1,-36.933107,174.682395,1749829.97,5911226.19,town,Sand or Gravel
46.0,1,-36.933556,174.682579,1749845.45,5911176.18,town,Sand or Gravel
225.0,1,-36.933451,174.682716,1749857.88,5911187.56,town,Sand or Gravel
46.0,1,-36.933137,174.682629,1749850.74,5911222.48,town,Sand or Gravel
225.0,1,-36.933395,174.683157,1749897.31,5911193.109999999,town,Sand or Gravel
225.0,1,-36.933049,174.68318,1749899.95,5911231.48,town,Sand or Gravel
1.1,1,-36.932895,174.683577,1749935.67,5911247.88,town,Sand or Gravel
46.0,1,-36.933051,174.683043,1749887.78,5911231.48,town,Sand or Gravel
225.0,1,-36.932919,174.683557,1749933.82,5911245.24,town,Sand or Gravel
225.0,1,-36.933116,174.684152,1749986.47,5911222.48,town,Sand or Gravel
225.0,1,-36.932809,174.684238,1749994.67,5911256.35,town,Sand or Gravel
1.1,1,-36.935522,174.679109,1749532.58,5910963.46,town,Sand or Gravel
46.0,1,-36.935424,174.679285,1749548.45,5910974.04,town,Sand or Gravel
46.0,1,-36.935721,174.678852,1749509.29,5910941.76,town,Sand or Gravel
46.0,1,-36.935357,174.679456,1749563.8,5910981.18,town,Sand or Gravel
46.0,1,-36.935225,174.679542,1749571.74,5910995.74,town,Sand or Gravel
46.0,1,-36.935797,174.67858,1749484.95,5910933.819999999,town,Sand or Gravel
46.0,1,-36.93597,174.678097,1749441.56,5910915.3,town,Sand or Gravel
46.0,1,-36.93675,174.677414,1749379.25,5910829.84,town,Sand or Gravel
46.0,1,-36.937513,174.676451,1749291.94,5910746.76,town,Sand or Gravel
46.0,1,-36.937567,174.676187,1749268.39,5910741.21,town,Sand or Gravel
46.0,1,-36.937594,174.675921,1749244.58,5910738.56,town,Sand or Gravel
225.0,1,-36.937342,174.67504,1749166.66,5910767.930000001,town,Sand or Gravel
9.0,1,-36.936498,174.675022,1749166.66,5910861.59,town,Sand or Gravel
9.0,1,-36.93627,174.64976,1746917.3,5910926.149999999,town,Sand or Gravel
46.0,1,-36.937001,174.649464,1746889.52,5910845.45,town,Sand or Gravel
46.0,1,-36.937118,174.649434,1746886.61,5910832.49,town,Sand or Gravel
9.0,1,-36.94071,174.631828,1745311.8,5910461.01,E,Sand or Gravel
46.0,1,-36.938511,174.647676,1746727.35,5910680.75,E    +D,Sand or Gravel
46.0,1,-36.939469,174.673344,1749011.48,5910534.57,town,Sand or Gravel
46.0,1,-36.938336,174.673366,1749015.58,5910660.24,town,Sand or Gravel
46.0,1,-36.938477,174.673375,1749016.11,5910644.63,town,Sand or Gravel
46.0,1,-36.938815,174.673554,1749031.46,5910606.8,town,Sand or Gravel
46.0,1,-36.938968,174.67351,1749027.22,5910589.859999999,town,Sand or Gravel
46.0,1,-36.939154,174.673508,1749026.69,5910569.23,town,Sand or Gravel
46.0,1,-36.940659,174.670806,1748783.14,5910406.51,town,Sand or Gravel
225.0,1,-36.940272,174.671048,1748805.37,5910449.1,town,Sand or Gravel
225.0,1,-36.940293,174.671238,1748822.3,5910446.46,town,Sand or Gravel
46.0,1,-36.94025,174.671897,1748881.04,5910450.159999999,town,Sand or Gravel
46.0,1,-36.940254,174.671656,1748859.61,5910450.159999999,town,Sand or Gravel
9.0,1,-36.940231,174.672229,1748910.67,5910451.75,town,Sand or Gravel
46.0,1,-36.94022,174.672048,1748894.53,5910453.34,town,Sand or Gravel
225.0,1,-36.940998,174.66873,1748597.54,5910372.109999999,town,Sand or Gravel
46.0,1,-36.940946,174.669064,1748627.44,5910377.4,town,Sand or Gravel
46.0,1,-36.940792,174.669299,1748648.6,5910394.07,town,Sand or Gravel
46.0,1,-36.892381,174.577942,1740601.69,5915903.56,E,Sand or Gravel
46.0,1,-36.894319,174.580575,1740832.81,5915684.75,C    +D,Sand or Gravel
225.0,1,-36.895987,174.590333,1741699.19,5915485.25,A    +B,Sand or Gravel
225.0,1,-36.897435,174.575065,1740336.05,5915347.14,E,Sand or Gravel
225.0,1,-36.897491,174.574808,1740313.03,5915341.319999999,E,Sand or Gravel
46.0,1,-36.90035,174.575031,1740327.72,5915023.819999999,C,Sand or Gravel
225.0,1,-36.855933,174.534981,1736838.49,5920009.72,D    +C,Sand or Gravel
225.0,1,-36.854358,174.536499,1736976.6,5920182.23,D    +C,Sand or Gravel
46.0,1,-36.855358,174.549108,1738098.97,5920053.119999999,C    +D,Sand or Gravel
225.0,1,-36.854482,174.565897,1739597.31,5920125.88,D    +E,Sand or Gravel
