Area Maximum,Valid Landslide,Latitude,Longitude,X Coordinate,Y Coordinate
46,1,-36.937482,174.595326,1742067.1,5910874.119999999
225,1,-36.936758,174.596166,1742143.27,5910953.3
225,1,-36.939339,174.597786,1742282.72,5910664.5
225,1,-36.438264,174.660724,1748850.76,5966158.39
1.1,1,-36.688022,174.641532,1746657.42,5938480.03
46,1,-36.679706,174.640749,1746603.27,5939403.81
46,1,-36.679652,174.64092,1746618.6300000001,5939409.609999999
46,1,-36.692018,174.645206,1746978.11,5938031.109999999
46,1,-36.380705,174.665148,1749357.44,5972536.95
46,1,-36.358976,174.667965,1749651.79,5974943.119999999
9,1,-36.36396,174.668048,1749649.7,5974390.03
46,1,-36.367976,174.669482,1749770.6400000001,5973942.33
46,1,-36.367857,174.669425,1749765.79,5973955.56
9,1,-36.37533,174.66952,1749759.94,5973126.42
46,1,-36.163852,174.619547,1745669.33,5996662.649999999
225,1,-36.163983,174.619977,1745707.73,5996647.46
46,1,-36.1783,174.636622,1747178.1800000002,5995034.1
46,1,-36.165713,174.625799,1746228.27,5996446.79
9,1,-36.166717,174.624816,1746137.95,5996336.94
46,1,-36.167039,174.624581,1746116.25,5996301.55
46,1,-36.168211,174.621725,1745857.1500000001,5996175.84
46,1,-36.168052,174.622787,1745952.97,5996191.87
46,1,-36.167777,174.623346,1746003.72,5996221.58
9,1,-36.166908,174.637422,1747271.51,5996296.71
46,1,-36.161217,174.64747,1748186.03,5996912.74
46,1,-36.160828,174.646204,1748072.84,5996957.81
46,1,-36.160394,174.645564,1748016.08,5997006.89
46,1,-36.160415,174.645353,1747997.05,5997004.89
225,1,-36.160561,174.645207,1747983.6900000002,5996988.859999999
225,1,-36.160472,174.644934,1747959.32,5996999.21
225,1,-36.161717,174.644797,1747944.6300000001,5996861.319999999
46,1,-36.161145,174.641388,1747639.01,5996929.99
46,1,-36.162366,174.617447,1745483.1900000002,5996830.6
9,1,-36.162195,174.61742,1745481.02,5996849.63
46,1,-36.162118,174.617472,1745485.86,5996858.149999999
46,1,-36.161954,174.617533,1745491.7,5996876.18
46,1,-36.162294,174.61745,1745483.52,5996838.609999999
46,1,-37.047304,174.920431,1770775.29,5898155.37
46,1,-37.109906,175.071839,1784089.41,5890926.59
1.1,1,-37.113948,175.070416,1783953.22,5890480.89
1.1,1,-37.11371,175.070687,1783977.82,5890506.83
46,1,-37.116108,175.062001,1783200.26,5890257.49
225,1,-37.11628,175.058145,1782857.21,5890245.859999999
46,1,-37.11792,175.036266,1780909.1700000002,5890105.87
225,1,-37.11236,175.026307,1780037.47,5890741.64
225,1,-37.112384,175.035415,1780846.78,5890721.74
46,1,-37.113579,175.040553,1781300.53,5890579.29
225,1,-37.113354,175.040844,1781326.91,5890603.67
46,1,-37.107439,175.068425,1783791.99,5891207.02
9,1,-37.105028,175.070158,1783951.8800000001,5891471.13
46,1,-37.10771,175.062428,1783258.41,5891188.46
46,1,-37.107468,175.06069,1783104.55,5891218.649999999
225,1,-37.108354,175.058585,1782915.36,5891124.5
225,1,-37.107275,175.059064,1782960.53,5891243.25
46,1,-37.108537,175.050884,1782230.6,5891118.91
225,1,-37.108953,175.050188,1782167.76,5891074.18
1.1,1,-37.108435,175.034874,1780808.09,5891160.95
46,1,-37.103813,175.028666,1780267.36,5891685.59
46,1,-37.098516,175.060082,1783072.12,5892213.13
225,1,-37.100039,175.063475,1783370,5892037.58
46,1,-37.100307,175.065256,1783527.6600000001,5892004.48
46,1,-37.100673,175.065276,1783528.55,5891963.78
46,1,-37.100762,175.062008,1783237.83,5891960.2
225,1,-37.100518,175.063737,1783392.1400000001,5891983.91
225,1,-37.102132,175.071783,1784103.28,5891789.35
46,1,-37.030541,175.135246,1789921.93,5899607.76
46,1,-37.037603,175.133149,1789717.85,5898828.35
46,1,-37.047142,175.13581,1789930.78,5897764.64
46,1,-37.043831,175.11282,1787894.26,5898177.68
46,1,-37.042293,175.112743,1787891.21,5898348.51
46,1,-37.041619,175.108928,1787553.52,5898430.87
46,1,-37.042924,175.097982,1786576.75,5898307.63
46,1,-37.032602,175.101775,1786939.45,5899445.470000001
46,1,-37.032373,175.101013,1786872.2,5899472.359999999
9,1,-37.036844,175.090736,1785947.12,5898996.44
46,1,-37.039103,175.093418,1786180.1800000002,5898740.5
46,1,-37.042277,175.089157,1785793.3800000001,5898396.71
46,1,-37.043585,175.08839,1785722,5898253.03
46,1,-37.042902,175.088323,1785717.72,5898328.98
46,1,-37.04905,175.083415,1785266.25,5897656.35
46,1,-37.044252,175.086134,1785519.75,5898183.48
46,1,-37.043705,175.086088,1785517,5898244.18
46,1,-37.041934,175.087069,1785608.52,5898438.8
9,1,-37.040637,175.082811,1785233,5898591.02
9,1,-37.041411,175.086472,1785556.6600000001,5898497.98
9,1,-37.041382,175.08655,1785563.6700000002,5898501.03
9,1,-37.038843,175.087581,1785661.6,5898780.76
9,1,-37.036663,175.083797,1785330.31,5899029.99
46,1,-37.038048,175.086976,1785609.74,5898870.14
225,1,-37.038095,175.087303,1785638.6900000002,5898864.3
46,1,-36.960434,175.081158,1785280.52,5907493.09
46,1,-36.973112,175.080909,1785227.6500000001,5906086.89
46,1,-36.96331,175.08663,1785760.78,5907163.3
46,1,-36.96066,175.092239,1786266.6500000001,5907446.33
225,1,-36.97431,175.106682,1787519.1500000001,5905903.49
46,1,-36.96357,175.116729,1788440.01,5907075.26
46,1,-36.978079,175.133787,1789922.6700000002,5905431.56
46,1,-36.446409,174.678327,1750412.8800000001,5965227.48
225,1,-36.447424,174.678476,1750424.34,5965114.59
46,1,-36.426609,174.688911,1751400,5967407.430000001
46,1,-36.436588,174.690896,1751558.52,5966297.28
1.1,1,-36.441628,174.691212,1751577.05,5965737.6899999995
1.1,1,-36.443009000000004,174.693753,1751802.1600000001,5965580.48
225,1,-36.442138,174.690689,1751529.2,5965681.9
46,1,-36.444496,174.690391,1751497.8900000001,5965420.85
46,1,-36.4445,174.69011,1751472.76,5965420.85
9,1,-36.445815,174.689558,1751420.72,5965275.7700000005
225,1,-36.444731,174.690022,1751464.3800000001,5965395.2700000005
225,1,-36.442333,174.673488,1749987.06,5965687.24
225,1,-36.439335,174.672761,1749927.62,5966020.95
225,1,-36.439978,174.665734,1749296.53,5965960.48
225,1,-36.448595,174.663314,1749063.12,5965008.26
46,1,-36.448353,174.662784,1749016.06,5965035.92
9,1,-36.466684,174.68445,1750922.44,5962968.7
225,1,-36.46659,174.683688,1750854.32,5962980.29
225,1,-36.468205,174.684601,1750932.99,5962799.659999999
46,1,-36.468615,174.684884,1750957.55,5962753.7700000005
46,1,-36.469358,174.686666,1751115.82,5962668.5
225,1,-36.46885,174.68574,1751033.79,5962726.37
225,1,-36.467928,174.688732,1751303.6300000001,5962823.930000001
46,1,-36.468348,174.689095,1751335.3800000001,5962776.7700000005
225,1,-36.466869,174.687732,1751216.1600000001,5962943.04
225,1,-36.469143,174.688876,1751314.24,5962688.89
9,1,-36.464962,174.686543,1751113.33,5963156.4
9,1,-36.464987,174.686638,1751121.79,5963153.5
9,1,-36.46497,174.686722,1751129.32,5963155.24
46,1,-36.464607,174.686233,1751086.22,5963196.25
9,1,-36.464724,174.685951,1751060.73,5963183.74
9,1,-36.465258,174.685043,1750978.35,5963125.930000001
46,1,-36.466185,174.678799,1750416.99,5963032.89
225,1,-36.466259,174.679442,1750474.46,5963023.619999999
46,1,-36.46427,174.680104,1750537.61,5963243.3
9,1,-36.464722,174.679443,1750477.59,5963194.17
225,1,-36.464842,174.680425,1750565.3,5963179.34
46,1,-36.465772,174.677435,1750295.57,5963080.74
9,1,-36.465841,174.677483,1750299.74,5963073.09
46,1,-36.470355,174.684882,1750953.96,5962560.75
46,1,-36.470381,174.684792,1750945.85,5962557.970000001
46,1,-36.470388,174.684425,1750912.94,5962557.73
225,1,-36.469666,174.684556,1750926.1500000001,5962637.68
225,1,-36.47058,174.683085,1750792.56,5962538.619999999
46,1,-36.469941,174.68337,1750819.33,5962609.06
46,1,-36.470425,174.68412,1750885.6,5962554.14
46,1,-36.470131,174.683397,1750821.41,5962587.859999999
46,1,-36.47014,174.683506,1750831.1400000001,5962586.7
46,1,-36.470429,174.683832,1750859.76,5962554.14
9,1,-36.470343,174.683864,1750862.78,5962563.64
46,1,-36.470371,174.681309,1750633.83,5962564.57
46,1,-36.470904,174.674576,1750029.49,5962515.91
9,1,-36.470804,174.674453,1750018.71,5962527.149999999
46,1,-36.470487,174.676058,1750163.08,5962559.819999999
9,1,-36.47099,174.676184,1750173.3900000001,5962503.859999999
9,1,-36.470171,174.674988,1750067.84,5962596.55
46,1,-36.470043,174.674877,1750058.11,5962610.92
46,1,-36.46993,174.674763,1750048.1400000001,5962623.659999999
46,1,-36.46983,174.674735,1750045.83,5962634.78
46,1,-36.469805,174.674432,1750018.71,5962638.03
46,1,-36.468662,174.67574,1750138.1700000002,5962762.81
46,1,-36.468521,174.675709,1750135.62,5962778.57
225,1,-36.469188,174.67682,1750233.87,5962702.79
46,1,-36.468704,174.675149,1750085.1,5962759.1
225,1,-36.468502,174.67508,1750079.31,5962781.58
225,1,-36.468871,174.675417,1750108.74,5962740.1
225,1,-36.469845,174.676614,1750214.1800000002,5962630.26
46,1,-36.470013,174.677414,1750285.55,5962610.34
46,1,-36.468445,174.676697,1750224.26,5962785.4
46,1,-36.468224,174.676725,1750227.27,5962809.85
46,1,-36.469797,174.682079,1750703.93,5962627.02
225,1,-36.469205,174.67889,1750419.37,5962697.7
225,1,-36.467679,174.677774,1750322.28,5962868.71
46,1,-36.468,174.67742,1750289.95,5962833.6
46,1,-36.467374,174.674197,1750002.3800000001,5962908.1
46,1,-36.467896,174.678664,1750401.6400000001,5962843.22
225,1,-36.467943,174.679806,1750503.83,5962836.2700000005
225,1,-36.466725,174.678585,1750396.83,5962973.28
225,1,-36.466496,174.681587,1750666.21,5962994.02
225,1,-36.46762,174.682666,1750760.76,5962867.609999999
46,1,-36.468064,174.683022,1750791.81,5962817.79
225,1,-36.466489,174.682466,1750745,5962993.38
9,1,-36.468123,174.682541,1750748.59,5962812.05
225,1,-36.467417,174.683612,1750845.86,5962888.64
225,1,-36.5853,174.632565,1746050.01,5949889.68
225,1,-36.597905,174.635984,1746332.12,5948486.119999999
46,1,-36.59503,174.643225,1746985.3,5948794.04
46,1,-36.595001,174.64331,1746992.94,5948797.13
225,1,-36.584411,174.641088,1746814.22,5949975.33
46,1,-36.585051,174.641789,1746875.72,5949903.3
46,1,-36.584755,174.645376,1747197.25,5949930.54
46,1,-36.584664,174.645508,1747209.22,5949940.45
225,1,-36.585737,174.645259,1747184.87,5949821.78
225,1,-36.585743,174.645637,1747218.71,5949820.54
46,1,-36.586918,174.645318,1747187.96,5949690.73
46,1,-36.597564,174.645999,1747228.62,5948508.619999999
46,1,-36.597144,174.645847,1747215.82,5948555.470000001
225,1,-36.591036,174.646534,1747288.8800000001,5949231.96
225,1,-36.586156,174.645909,1747242.24,5949774.319999999
46,1,-36.460251,174.682676,1750775.94,5963685.08
225,1,-36.460785,174.682478,1750757.1700000002,5963626.109999999
225,1,-36.462656,174.680429,1750569.93,5963421.84
9,1,-36.462385,174.678478,1750395.56,5963454.859999999
46,1,-36.460702,174.678754,1750423.6,5963641.17
46,1,-36.460542,174.681355,1750656.95,5963654.84
46,1,-36.460747,174.681777,1750694.37,5963631.44
46,1,-36.461115,174.681948,1750708.97,5963590.42
46,1,-36.464961,174.674606,1750043.6800000002,5963175.17
225,1,-36.464519,174.677703,1750321.99,5963219.430000001
9,1,-36.464461,174.677907,1750340.41,5963225.45
225,1,-36.464645,174.677305,1750286.07,5963205.99
225,1,-36.464691,174.682823,1750780.45,5963192.319999999
1.1,1,-36.463082,174.684928,1750972.21,5963367.5
225,1,-36.461111,174.684839,1750968.04,5963586.25
225,1,-36.461176,174.683524,1750850.09,5963581.149999999
46,1,-37.168559,174.872969,1766288.8800000001,5884786.1
225,1,-37.179648,174.874091,1766364.21,5883553.83
46,1,-37.166974,174.882498,1767138.52,5884945.21
225,1,-37.177896,174.891075,1767875.9,5883718.31
1.1,1,-37.177553,174.890976,1767867.85,5883756.49
46,1,-37.173597,174.908373,1769421.24,5884164.5
9,1,-37.173667,174.908386,1769422.27,5884156.649999999
46,1,-37.173655,174.912814,1769815.41,5884150.05
46,1,-37.17376,174.912916,1769824.29,5884138.29
46,1,-36.595355,174.621678,1745057.1400000001,5948790.73
225,1,-36.596694,174.621274,1745018.55,5948642.76
46,1,-36.602455,174.623455,1745202.84,5948000.319999999
46,1,-36.592209,174.62498,1745358.45,5949134.76
46,1,-36.586612,174.631425,1745945.58,5949745.84
225,1,-36.597214,174.633842,1746141.85,5948565.99
225,1,-36.593391,174.63211,1745994.08,5948992.7700000005
46,1,-36.460995,174.682054,1750718.7,5963603.51
46,1,-36.459668,174.678293,1750384.23,5963756.57
46,1,-36.458105,174.676448,1750221.91,5963932.91
1.1,1,-36.45772,174.682963,1750806.55,5963965.470000001
225,1,-36.457901,174.682702,1750782.8,5963945.7700000005
1.1,1,-36.45758,174.679661,1750510.87,5963986.09
46,1,-36.457556,174.679103,1750460.93,5963989.68
46,1,-36.457289,174.680651,1750600.2,5964016.8
46,1,-36.456543,174.678525,1750411.11,5964102.88
46,1,-36.456988,174.677826,1750347.62,5964054.68
9,1,-36.457194,174.677438,1750312.4,5964032.44
9,1,-36.45703,174.677509,1750319.12,5964050.51
225,1,-36.456647,174.677625,1750330.24,5964092.8
225,1,-36.455745,174.679536,1750503.22,5964189.89
225,1,-36.455965,174.678915,1750447.1500000001,5964166.49
9,1,-36.455469,174.679443,1750495.46,5964220.6
9,1,-36.455574,174.679245,1750477.5,5964209.359999999
46,1,-36.455621,174.683126,1750825.21,5964198.01
46,1,-36.455949,174.68267,1750783.73,5964162.319999999
46,1,-36.455797,174.680998,1750634.1500000001,5964181.78
225,1,-36.454192,174.680769,1750616.77,5964360.21
225,1,-36.455656,174.684333,1750933.31,5964192.21
225,1,-37.217518,174.725494,1753095.54,5879602.63
46,1,-37.217994,174.719427,1752556.2,5879559.649999999
225,1,-36.453311,174.67968,1750520.84,5964459.619999999
9,1,-36.453377,174.679887,1750539.26,5964451.98
9,1,-36.453456,174.679706,1750522.92,5964443.52
9,1,-36.452826,174.679673,1750521.12,5964513.44
46,1,-36.452891,174.679748,1750527.73,5964506.14
225,1,-36.452901,174.681457,1750680.9,5964502.430000001
46,1,-36.453006,174.681537,1750687.85,5964490.619999999
225,1,-36.455503,174.68221,1750743.35,5964212.55
225,1,-36.45533,174.681725,1750700.25,5964232.470000001
46,1,-36.452921,174.682046,1750733.62,5964499.1899999995
46,1,-36.453478,174.682153,1750742.1900000002,5964437.319999999
46,1,-36.453777,174.681018,1750639.8800000001,5964405.92
46,1,-36.456458,174.684301,1750928.85,5964103.29
9,1,-36.468259,174.681063,1750615.86,5962799.24
225,1,-36.475696,174.262947,1713141.59,5962546.44
1.1,1,-36.475995,174.263554,1713195.57,5962512.53
46,1,-36.471037,174.254991,1712435.56,5963072.55
46,1,-36.46918,174.25428,1712374.58,5963279.37
225,1,-36.469276,174.254396,1712384.79,5963268.649999999
9,1,-36.469105,174.258555,1712757.7,5963282.75
9,1,-36.468984,174.259114,1712807.91,5963295.46
9,1,-36.468989,174.259253,1712820.37,5963294.81
9,1,-36.469147,174.259548,1712846.58,5963276.91
1.1,1,-36.469236,174.263008,1713156.43,5963263.02
225,1,-36.469561,174.26297,1713152.54,5963226.95
225,1,-36.464597,174.246071,1711645.58,5963797.35
225,1,-36.464232,174.246337,1711669.98,5963837.57
225,1,-36.464126,174.246558,1711689.96,5963848.99
225,1,-36.462274,174.244017,1711464.9,5964057.44
46,1,-36.461635,174.24518,1711570,5964126.99
46,1,-36.459271,174.24529,1711583.24,5964389.09
46,1,-36.45655,174.25227,1712212.6300000001,5964682.85
1.1,1,-36.453757,174.249294,1711950.01,5964996.07
9,1,-36.454539,174.24897,1711919.82,5964909.74
1.1,1,-36.454174,174.248806,1711905.6300000001,5964950.4
46,1,-36.455056,174.249918,1712004.07,5964851.2700000005
46,1,-36.196246,174.658511,1749112.78,5993009.98
9,1,-36.194086,174.631728,1746708.6300000001,5993290.41
9,1,-36.193941,174.631626,1746699.77,5993306.63
46,1,-36.193721,174.631549,1746693.1600000001,5993331.149999999
46,1,-36.192281,174.621958,1745833.48,5993505.4
46,1,-36.190341,174.624588,1746073.55,5993716.619999999
225,1,-36.188515,174.623868,1746012.26,5993920.3
225,1,-36.189668,174.623808,1746004.72,5993792.44
46,1,-36.189911,174.624046,1746025.6500000001,5993765.09
46,1,-36.187746,174.613868,1745114.3800000001,5994020.54
225,1,-36.186651,174.622177,1745863.6500000001,5994129.54
225,1,-36.187158,174.623452,1745977.37,5994071.46
225,1,-36.186913,174.62484,1746102.59,5994096.54
46,1,-36.184684,174.616391,1745346.91,5994356.42
46,1,-36.184622,174.616209,1745330.7,5994363.58
225,1,-36.185098000000004,174.617777,1745470.82,5994308.51
225,1,-36.180556,174.626528,1746266.24,5994799.18
225,1,-36.180677,174.626495,1746262.99,5994785.74
225,1,-36.943012,175.19119,1795122.23,5909206.41
46,1,-36.943115,175.190838,1795090.54,5909195.6899999995
225,1,-36.942961,175.195353,1795493.06,5909203.5
46,1,-36.944304,175.195292,1795484.21,5909054.609999999
46,1,-36.944443,175.193625,1795335.43,5909042.609999999
46,1,-36.944419,175.192861,1795267.3900000001,5909046.8
46,1,-36.944853,175.191337,1795130.62,5909001.83
46,1,-36.944525,175.191804,1795173.03,5909037.25
46,1,-36.945303,175.194039,1795370.03,5908946.37
46,1,-36.946015,175.192785,1795256.56,5908869.95
46,1,-36.946633,175.19276,1795252.8,5908801.39
46,1,-36.947405,175.192484,1795226.24,5908716.28
9,1,-36.947739,175.192049,1795186.6300000001,5908680.17
46,1,-36.948032,175.192214,1795200.61,5908647.31
46,1,-36.948183,175.192193,1795198.28,5908630.54
225,1,-36.947657,175.192278,1795207.25,5908688.79
46,1,-36.947152,175.191633,1795151.1,5908746.109999999
225,1,-36.948253,175.192047,1795185.11,5908623.08
46,1,-36.948498,175.191742,1795157.3900000001,5908596.52
46,1,-36.948109,175.191556,1795141.78,5908640.09
225,1,-36.946867,175.190591,1795059.06,5908779.89
46,1,-36.94666,175.190091,1795015.02,5908803.89
46,1,-36.946737,175.189935,1795000.92,5908795.619999999
46,1,-36.947837,175.192317,1795210.28,5908668.75
46,1,-36.948129,175.191258,1795115.21,5908638.46
46,1,-36.947968,175.191104,1795101.93,5908656.63
9,1,-36.947717,175.191173,1795108.6900000002,5908684.359999999
46,1,-36.947733,175.191778,1795162.51,5908681.33
46,1,-36.504526,174.62432,1745463.71,5958863.06
225,1,-36.495792,174.621863,1745259.92,5959835.74
225,1,-36.495647,174.621897,1745263.3,5959851.7
225,1,-36.495819,174.620868,1745170.76,5959834.159999999
46,1,-36.496388,174.624308,1745477.87,5959765.91
1.1,1,-36.495303,174.623817,1745435.93,5959886.98
225,1,-36.497166,174.621362,1745212.49,5959684.04
46,1,-36.49677,174.622168,1745285.49,5959726.72
46,1,-36.496996,174.621293,1745206.6800000002,5959702.95
225,1,-36.496808,174.62255,1745319.61,5959721.96
46,1,-36.496675,174.6225,1745315.3900000001,5959736.75
46,1,-36.499016,174.624872,1745523.4,5959473.48
46,1,-36.498694,174.626396,1745660.53,5959506.87
46,1,-36.51652,174.631814,1746112.28,5957521.14
46,1,-36.515737,174.632135,1746142.49,5957607.56
46,1,-36.511908,174.629848,1745944.93,5958035.74
46,1,-36.505491,174.632982,1746237.6800000002,5958742.94
46,1,-36.505422,174.63279,1746220.56,5958750.859999999
46,1,-36.505339,174.632902,1746230.81,5958759.84
225,1,-36.501577,174.632546,1746205.98,5959177.78
46,1,-36.501183,174.630582,1746030.82,5959224.470000001
1.1,1,-36.49579,174.632434,1746206.83,5959819.9
225,1,-36.495103,174.636048,1746531.8,5959890.68
225,1,-36.498396,174.637778,1746680.55,5959522.71
225,1,-36.505951,174.620648,1745132.2,5958710.51
46,1,-36.506558,174.620696,1745135.36,5958643.1
9,1,-36.50689,174.62016,1745086.6600000001,5958607.08
9,1,-36.507051,174.620585,1745124.48,5958588.59
9,1,-36.507684,174.625098,1745527.42,5958511.57
9,1,-36.507737,174.625128,1745530.06,5958505.6
46,1,-36.508045,174.625115,1745528.32,5958471.53
9,1,-36.507798,174.625081,1745525.73,5958498.9
9,1,-36.507745,174.624713,1745492.87,5958505.39
9,1,-36.50774,174.624531,1745476.6,5958506.24
46,1,-36.507961,174.625815,1745591.1800000002,5958479.72
46,1,-36.510271,174.62564,1745571.1,5958223.74
225,1,-36.509958,174.624443,1745464.51,5958260.29
46,1,-36.512038,174.619758,1745041.08,5958036.64
225,1,-36.512305,174.62159,1745204.62,5958004.21
9,1,-36.512059,174.624214,1745440.1,5958027.56
225,1,-36.512623,174.624183,1745436.3,5957965.01
46,1,-36.512395,174.623599,1745384.43,5957991.21
46,1,-36.513141,174.623845,1745405.03,5957908.07
225,1,-36.513424,174.622768,1745308.04,5957878.28
46,1,-36.513104,174.622552,1745289.34,5957914.09
46,1,-36.513059,174.622438,1745279.2,5957919.2700000005
46,1,-36.513226,174.621408,1745186.6600000001,5957902.37
46,1,-36.513349,174.621009,1745150.6300000001,5957889.2700000005
46,1,-36.514592,174.620351,1745089.46,5957752.35
46,1,-36.514917,174.62047,1745099.5,5957716.109999999
46,1,-36.272001,174.445222,1729809.83,5984913.3
225,1,-36.272769,174.444777,1729768.62,5984828.67
46,1,-36.274573,174.442067,1729522.21,5984632.21
9,1,-36.27629,174.428116,1728266.25,5984460.2700000005
46,1,-36.276109,174.442143,1729526.48,5984461.6899999995
46,1,-36.278852,174.44159200000001,1729472.41,5984158.159999999
46,1,-36.278908,174.441344,1729450.07,5984152.25
225,1,-36.280748,174.426948,1728154.05,5983967.29
46,1,-36.282418,174.444334,1729712.82,5983758.930000001
9,1,-36.289296,174.436078,1728959.99,5983006.95
9,1,-36.28932,174.436001,1728953.04,5983004.42
46,1,-36.285516,174.439022,1729230.6400000001,5983422.41
46,1,-36.285362,174.438901,1729220,5983439.59
225,1,-36.285576,174.439495,1729273.01,5983415.03
46,1,-36.285439,174.439281,1729254.04,5983430.52
46,1,-36.289865,174.440479,1729354.27,5982937.92
9,1,-36.29005,174.410139,1726629.33,5982957.52
9,1,-36.290511,174.40988,1726605.31,5982906.72
46,1,-36.292514,174.408409,1726469.98,5982686.45
46,1,-36.292478,174.420357,1727542.99,5982674.859999999
46,1,-36.292329,174.437362,1729070.34,5982668.85
225,1,-36.291242,174.440898,1729389.6800000002,5982784.68
46,1,-36.29136,174.440932,1729392.53,5982771.5
46,1,-36.291735,174.439615,1729273.6400000001,5982731.659999999
46,1,-36.291875,174.440801,1729379.8800000001,5982714.59
225,1,-36.29194,174.440179,1729323.92,5982708.159999999
46,1,-36.29319,174.438522,1729173.1,5982571.78
46,1,-36.292937,174.4392,1729234.33,5982598.87
225,1,-36.292844,174.438987,1729215.36,5982609.51
46,1,-36.292453,174.43967,1729277.33,5982651.99
225,1,-36.29213,174.441106,1729406.86,5982685.92
46,1,-36.293515,174.440863,1729382.73,5982532.58
46,1,-36.292918,174.441001,1729396.11,5982598.55
46,1,-36.293358,174.441687,1729457.03,5982548.91
46,1,-36.293158,174.441687,1729457.34,5982571.04
46,1,-36.386689,174.678872,1750577.01,5971851.73
46,1,-36.38928,174.676249,1750336.78,5971568.42
46,1,-36.392992,174.675339,1750247.96,5971157.98
46,1,-36.394578,174.675286,1750240.2,5970982.149999999
9,1,-36.34157,174.305894,1717190.53,5977373.83
9,1,-36.350052,174.310816,1717619.53,5976426.94
46,1,-36.351495,174.31777399999999,1718241.72,5976258.39
46,1,-36.351534,174.318167,1718276.8800000001,5976253.659999999
9,1,-36.351721,174.318347,1718292.78,5976232.6
225,1,-36.347411,174.331554,1719484.41,5976694.45
46,1,-36.350298,174.335543,1719837.98,5976369.3
2,1,-36.353192,174.331897,1719506.41,5976052.79
9,1,-36.353241,174.331914,1719507.83,5976047.31
46,1,-36.358407,174.331181,1719434.1900000002,5975475.1899999995
9,1,-36.360285,174.333989,1719683.28,5975263.37
9,1,-36.360205,174.333826,1719668.75,5975272.42
46,1,-36.358143,174.323307,1718728.04,5975514.1899999995
46,1,-36.362824,174.306401,1717204.1600000001,5975015.49
46,1,-36.362523,174.3059,1717159.6300000001,5975049.5
225,1,-36.341112,174.30248,1716884.85,5977428.76
9,1,-36.342503,174.303135,1716941.55,5977273.74
46,1,-36.340545,174.312871,1717818.24,5977479.08
225,1,-36.340531,174.311857,1717727.28,5977481.819999999
225,1,-36.340956,174.321945,1718631.93,5977422.44
46,1,-36.341631,174.324186,1718832.04,5977344.8
225,1,-36.343736,174.323728,1718787.74,5977111.7700000005
46,1,-36.343578,174.324822,1718886.1700000002,5977127.970000001
9,1,-36.343047,174.3244,1718849.07,5977187.430000001
46,1,-37.008175,174.990418,1777090.48,5902368.81
46,1,-37.008503,174.988745,1776940.9,5902335.46
46,1,-37.009497,174.985854,1776681.36,5902230.619999999
46,1,-37.012888,174.974648,1775676.4,5901875.159999999
46,1,-37.011074,174.973625,1775589.55,5902078.23
9,1,-36.584249,174.672386,1749614.81,5949945.03
46,1,-36.595346,174.672203,1749577,5948714.21
46,1,-36.595229,174.669722,1749355.27,5948731.05
46,1,-36.594958,174.669619,1749346.52,5948761.26
46,1,-36.597343,174.665483,1748971.99,5948503.13
46,1,-36.596165,174.665133,1748942.93,5948634.38
46,1,-36.586423,174.663722,1748835.45,5949717.2700000005
46,1,-36.597944,174.661935,1748653.43,5948441.87
46,1,-36.586357,174.659734,1748478.75,5949730.81
46,1,-36.586312,174.659543,1748461.75,5949736.09
46,1,-36.589689,174.656323,1748167.21,5949366.430000001
225,1,-36.584684,174.653119,1747890.1700000002,5949926.619999999
225,1,-36.589052,174.648688,1747485.35,5949448.819999999
225,1,-36.36864,174.617997,1745150.28,5973947.28
46,1,-36.372253,174.618278,1745168.81,5973545.99
46,1,-36.380013,174.619702,1745282.1400000001,5972683.01
9,1,-36.380438,174.621483,1745441.11,5972633.18
46,1,-36.380538,174.621741,1745464.04,5972621.71
46,1,-36.380645,174.621724,1745462.27,5972609.81
46,1,-36.371411,174.62086300000001,1745402.3,5973635.51
46,1,-36.371385,174.620725,1745389.95,5973638.6
46,1,-36.364789,174.621419,1745464.48,5974369.29
46,1,-36.37227,174.629911,1746212.37,5973526.59
46,1,-36.369961000000004,174.631922,1746397.1300000001,5973779.71
46,1,-36.369531,174.630183,1746241.91,5973829.98
9,1,-36.361692,174.634838,1746674.28,5974692.52
9,1,-36.361735,174.634908,1746680.46,5974687.67
46,1,-36.369443,174.63254,1746453.58,5973836.149999999
46,1,-36.369286,174.631564,1746366.27,5973855.109999999
46,1,-36.371879,174.632466,1746442.33,5973566.06
46,1,-36.366855,174.638848,1747024.31,5974113.74
46,1,-36.362285,174.636098,1746786.1800000002,5974624.83
46,1,-36.362228,174.636224,1746797.6500000001,5974631
46,1,-36.368027,174.640634,1747182.4,5973981.01
46,1,-36.376044,174.6457,1747621.71,5973083.85
46,1,-36.376055,174.645636,1747615.98,5973082.75
46,1,-36.378126,174.643638,1747432.87,5972856.09
225,1,-37.070816,175.029149,1780388.52,5895345.72
46,1,-37.071947,175.027617,1780249.6700000002,5895223.18
46,1,-37.072394,175.04821,1782079.47,5895134.3
225,1,-37.071477,175.076069,1784558.53,5895182.33
46,1,-37.07149,175.076284,1784577.6,5895180.470000001
46,1,-37.071674,175.076994,1784640.29,5895158.609999999
225,1,-37.071701,175.080391,1784942.24,5895149.07
46,1,-36.373339,174.653169,1748296.95,5973372.470000001
46,1,-36.380044,174.652967,1748266.08,5972628.99
225,1,-36.957419,175.239444,1799382.2,5907507.970000001
